t vsx vsy Ekin Epot T 
3.31 -1.283695372e-16 -3.191891196e-16 15 -11.80886134 1
3.32 -1.526556659e-16 -3.60822483e-16 15 -11.4916141 1
3.33 -1.769417945e-16 -3.191891196e-16 15 -11.09328258 1
3.34 -1.942890293e-16 -3.885780586e-16 15 -10.71366106 1
3.35 -1.838806885e-16 -3.60822483e-16 15 -10.48628975 1
3.36 -2.012279232e-16 -3.747002708e-16 15 -10.49381566 1
3.37 -1.665334537e-16 -4.024558464e-16 15 -10.69697276 1
3.38 -1.873501354e-16 -4.093947403e-16 15 -10.97261581 1
3.39 -1.804112415e-16 -3.885780586e-16 15 -11.2035148 1
3.4 -1.873501354e-16 -3.60822483e-16 15 -11.31878088 1
3.41 -1.804112415e-16 -3.955169525e-16 15 -11.29318889 1
3.42 -1.665334537e-16 -3.538835891e-16 15 -11.13312332 1
3.43 -1.942890293e-16 -3.677613769e-16 15 -10.89140865 1
3.44 -1.526556659e-16 -3.747002708e-16 15 -10.66852325 1
3.45 -2.220446049e-16 -4.163336342e-16 15 -10.57129251 1
3.46 -2.220446049e-16 -3.6429193e-16 15 -10.64296261 1
3.47 -1.526556659e-16 -3.851086117e-16 15 -10.84492209 1
3.48 -9.714451465e-17 -3.885780586e-16 15 -11.09848277 1
3.49 -1.249000903e-16 -4.059252934e-16 15 -11.35241269 1
3.5 -9.714451465e-17 -3.400058013e-16 15 -11.59694076 1
3.51 -8.326672685e-17 -3.400058013e-16 15 -11.83026734 1
3.52 -8.326672685e-17 -3.469446952e-16 15 -12.04464526 1
3.53 -1.387778781e-16 -3.261280135e-16 15 -12.20996587 1
3.54 -1.249000903e-16 -2.983724379e-16 15 -12.28975724 1
3.55 -1.665334537e-16 -2.983724379e-16 15 -12.24089062 1
3.56 -9.714451465e-17 -2.844946501e-16 15 -12.02653553 1
3.57 -1.387778781e-16 -3.261280135e-16 15 -11.61813225 1
3.58 -1.526556659e-16 -3.053113318e-16 15 -11.0275698 1
3.59 -1.249000903e-16 -3.087807787e-16 15 -10.3442547 1
3.6 -9.020562075e-17 -2.983724379e-16 15 -9.759652658 1
3.61 -9.36750677e-17 -2.983724379e-16 15 -9.493060163 1
3.62 -1.474514955e-16 -2.810252031e-16 15 -9.636300445 1
3.63 -1.526556659e-16 -2.775557562e-16 15 -10.07184724 1
3.64 -1.249000903e-16 -2.706168623e-16 15 -10.58470467 1
3.65 -9.714451465e-17 -3.018418848e-16 15 -11.0141809 1
3.66 -1.249000903e-16 -2.706168623e-16 15 -11.29839401 1
3.67 -1.249000903e-16 -2.567390744e-16 15 -11.44199928 1
3.68 -1.804112415e-16 -2.810252031e-16 15 -11.4763304 1
3.69 -1.665334537e-16 -2.740863092e-16 15 -11.43614153 1
3.7 -1.734723476e-16 -2.91433544e-16 15 -11.35038234 1
3.71 -1.804112415e-16 -2.91433544e-16 15 -11.24020917 1
3.72 -1.526556659e-16 -2.775557562e-16 15 -11.1198101 1
3.73 -1.249000903e-16 -2.983724379e-16 15 -10.99699854 1
3.74 -1.526556659e-16 -2.91433544e-16 15 -10.8785603 1
3.75 -1.734723476e-16 -3.053113318e-16 15 -10.76558648 1
3.76 -1.526556659e-16 -2.983724379e-16 15 -10.65835746 1
3.77 -1.804112415e-16 -3.122502257e-16 15 -10.55610111 1
3.78 -1.942890293e-16 -3.053113318e-16 15 -10.45767025 1
3.79 -2.081668171e-16 -2.983724379e-16 15 -10.36318591 1
3.8 -2.012279232e-16 -3.122502257e-16 15 -10.27172664 1
3.81 -1.804112415e-16 -3.400058013e-16 15 -10.18376498 1
3.82 -2.15105711e-16 -3.330669074e-16 15 -10.10525672 1
3.83 -1.804112415e-16 -3.469446952e-16 15 -10.03538081 1
3.84 -2.081668171e-16 -3.538835891e-16 15 -9.980969078 1
3.85 -2.359223927e-16 -3.400058013e-16 15 -9.94526122 1
3.86 -2.636779683e-16 -3.191891196e-16 15 -9.925438971 1
3.87 -2.706168623e-16 -3.053113318e-16 15 -9.92095244 1
3.88 -2.289834988e-16 -3.191891196e-16 15 -9.921276752 1
3.89 -2.255140519e-16 -3.469446952e-16 15 -9.91574971 1
3.9 -2.428612866e-16 -3.538835891e-16 15 -9.893422478 1
3.91 -2.671474153e-16 -3.261280135e-16 15 -9.844164646 1
3.92 -2.480654571e-16 -3.330669074e-16 15 -9.759239519 1
3.93 -2.263814136e-16 -3.018418848e-16 15 -9.637520246 1
3.94 -2.560885531e-16 -3.365363543e-16 15 -9.500409945 1
3.95 -2.597748405e-16 -3.226585665e-16 15 -9.389539372 1
3.96 -2.758210327e-16 -3.400058013e-16 15 -9.368513754 1
3.97 -2.619432449e-16 -3.365363543e-16 15 -9.486945047 1
3.98 -2.844946501e-16 -2.87964097e-16 15 -9.746393208 1
3.99 -2.949029909e-16 -2.792904796e-16 15 -10.09542591 1
4 -3.018418848e-16 -2.862293735e-16 15 -10.46527392 1
4.01 -2.844946501e-16 -2.602085214e-16 15 -10.79840554 1
4.02 -2.671474153e-16 -2.758210327e-16 15 -11.06381583 1
4.03 -2.602085214e-16 -2.619432449e-16 15 -11.24689176 1
4.04 -2.602085214e-16 -2.740863092e-16 15 -11.33896463 1
