t vsx vsy Ekin Epot T 
2.19 2.498001805e-16 -2.272487754e-16 20.01862019 -7.296453696 1.334574679
2.2 2.428612866e-16 -2.567390744e-16 20.5414258 -7.843495793 1.369428387
2.21 2.428612866e-16 -2.324529458e-16 20.59814744 -7.902076955 1.373209829
2.22 2.532696275e-16 -2.393918397e-16 20.16214638 -7.446407237 1.344143092
2.23 1.739060285e-16 -1.734723476e-16 19.54947575 -6.796130422 1.303298384
2.24 2.289834988e-16 -1.873501354e-16 19.28548087 -6.506690706 1.285698724
2.25 1.942890293e-16 -2.359223927e-16 19.68005442 -6.917398598 1.312003628
2.26 2.498001805e-16 -1.942890293e-16 20.52567436 -7.789936269 1.368378291
2.27 2.220446049e-16 -2.081668171e-16 21.38516955 -8.662195559 1.42567797
2.28 2.220446049e-16 -2.498001805e-16 21.99464626 -9.269273268 1.466309751
2.29 2.498001805e-16 -2.498001805e-16 22.31188804 -9.580221123 1.487459202
2.3 2.220446049e-16 -2.636779683e-16 22.38674349 -9.650431607 1.492449566
2.31 2.220446049e-16 -2.220446049e-16 22.27346289 -9.534656124 1.484897526
2.32 2.775557562e-16 -2.220446049e-16 22.01160156 -9.271880512 1.467440104
2.33 2.775557562e-16 -2.359223927e-16 21.64117987 -8.898348363 1.442745324
2.34 2.220446049e-16 -1.804112415e-16 21.22289188 -8.474320377 1.414859459
2.35 2.498001805e-16 -2.081668171e-16 20.83735914 -8.083903795 1.389157276
2.36 2.220446049e-16 -2.567390744e-16 20.54780427 -7.795230505 1.369853618
2.37 2.498001805e-16 -2.142383493e-16 20.35042938 -7.604201699 1.356695292
2.38 1.942890293e-16 -2.15105711e-16 20.16759798 -7.429193932 1.344506532
2.39 2.498001805e-16 -2.498001805e-16 19.89886377 -7.165528649 1.326590918
2.4 2.498001805e-16 -3.053113318e-16 19.47866057 -6.746904315 1.298577371
2.41 2.220446049e-16 -2.983724379e-16 18.89419403 -6.162646912 1.259612935
2.42 2.498001805e-16 -2.844946501e-16 18.1804252 -5.444367208 1.212028347
2.43 2.498001805e-16 -3.191891196e-16 17.44077715 -4.69339025 1.162718476
2.44 2.498001805e-16 -3.053113318e-16 16.88241851 -4.11701373 1.125494567
2.45 2.775557562e-16 -3.191891196e-16 16.76204379 -3.987023726 1.117469586
2.46 2.775557562e-16 -2.91433544e-16 17.20122531 -4.434163498 1.146748354
2.47 2.775557562e-16 -3.053113318e-16 18.05762297 -5.311859071 1.203841532
2.48 2.775557562e-16 -2.91433544e-16 19.0324755 -6.301153946 1.2688317
2.49 2.498001805e-16 -3.191891196e-16 19.87960712 -7.151833449 1.325307141
2.5 2.498001805e-16 -3.122502257e-16 20.49586118 -7.76488405 1.366390745
2.51 2.498001805e-16 -2.706168623e-16 20.88467822 -8.147568947 1.392311881
2.52 2.498001805e-16 -2.706168623e-16 21.09264412 -8.349839052 1.406176275
2.53 2.220446049e-16 -3.191891196e-16 21.170857 -8.423452146 1.411390467
2.54 2.220446049e-16 -2.567390744e-16 21.16109653 -8.412076902 1.410739769
2.55 2.359223927e-16 -2.775557562e-16 21.09408599 -8.342297119 1.4062724
2.56 2.220446049e-16 -2.91433544e-16 20.99145719 -8.238425773 1.399430479
2.57 2.220446049e-16 -3.330669074e-16 20.86812973 -8.115222153 1.391208648
2.58 2.498001805e-16 -2.91433544e-16 20.73413145 -7.979701657 1.38227543
2.59 2.081668171e-16 -3.053113318e-16 20.59585371 -7.841108775 1.373056914
2.6 1.942890293e-16 -2.91433544e-16 20.45703881 -7.701190203 1.363802587
2.61 2.081668171e-16 -2.983724379e-16 20.31945718 -7.564571221 1.354630479
2.62 2.359223927e-16 -2.983724379e-16 20.18344974 -7.428608264 1.345563316
2.63 2.081668171e-16 -2.775557562e-16 20.04861179 -7.294814911 1.336574119
2.64 1.942890293e-16 -3.261280135e-16 19.91455695 -7.160784593 1.32763713
2.65 1.942890293e-16 -3.261280135e-16 19.78179578 -7.027932772 1.318786385
2.66 2.220446049e-16 -3.053113318e-16 19.65276207 -6.899601245 1.310184138
2.67 2.359223927e-16 -2.91433544e-16 19.53265789 -6.779011114 1.302177193
2.68 2.636779683e-16 -3.191891196e-16 19.42972122 -6.67444932 1.295314748
2.69 2.498001805e-16 -3.538835891e-16 19.35436566 -6.598425243 1.290291044
2.7 2.498001805e-16 -3.816391647e-16 19.31694825 -6.561516823 1.28779655
2.71 2.220446049e-16 -3.538835891e-16 19.3246689 -6.569162124 1.28831126
2.72 2.220446049e-16 -3.330669074e-16 19.37884292 -6.623734691 1.291922861
2.73 2.220446049e-16 -3.538835891e-16 19.47389186 -6.71767045 1.298259458
2.74 2.498001805e-16 -3.538835891e-16 19.59819497 -6.844041864 1.306546331
2.75 2.498001805e-16 -4.024558464e-16 19.73606293 -6.983169585 1.315737529
2.76 2.498001805e-16 -3.955169525e-16 19.86937933 -7.117963894 1.324625289
2.77 2.775557562e-16 -3.677613769e-16 19.97748256 -7.228924467 1.33183217
2.78 2.220446049e-16 -3.60822483e-16 20.03509927 -7.28912951 1.335673285
2.79 2.220446049e-16 -3.261280135e-16 20.00916691 -7.266762002 1.333944461
2.8 1.942890293e-16 -3.747002708e-16 19.85665155 -7.117794129 1.32377677
2.81 2.220446049e-16 -3.538835891e-16 19.52774901 -6.79344328 1.301849934
2.82 2.220446049e-16 -3.60822483e-16 18.98256271 -6.251294838 1.265504181
2.83 2.359223927e-16 -4.163336342e-16 18.22974891 -5.493805238 1.215316594
2.84 2.220446049e-16 -3.816391647e-16 17.38106731 -4.631811256 1.158737821
2.85 2.081668171e-16 -3.816391647e-16 16.67373177 -3.904690843 1.111582118
2.86 2.289834988e-16 -4.024558464e-16 16.38124398 -3.603502631 1.092082932
2.87 2.255140519e-16 -3.60822483e-16 16.62196243 -3.854764917 1.108130829
2.88 2.771220753e-16 -3.747002708e-16 17.25130971 -4.503258957 1.150087314
2.89 2.602085214e-16 -3.885780586e-16 17.97829869 -5.24447557 1.198553246
2.9 2.393918397e-16 -4.163336342e-16 18.56746898 -5.837943032 1.237831265
2.91 2.359223927e-16 -3.60822483e-16 18.92831801 -6.194776755 1.261887867
2.92 2.15105711e-16 -3.885780586e-16 19.08483313 -6.345516774 1.272322209
2.93 1.595945598e-16 -3.747002708e-16 19.11346651 -6.367601847 1.274231101
2.94 1.734723476e-16 -4.024558464e-16 19.09671763 -6.346121458 1.273114509
2.95 2.220446049e-16 -4.30211422e-16 19.09630641 -6.343403454 1.273087094
2.96 2.012279232e-16 -4.30211422e-16 19.14174793 -6.387705003 1.276116529
2.97 2.220446049e-16 -4.30211422e-16 19.232666 -6.47964453 1.282177733
2.98 2.359223927e-16 -4.30211422e-16 19.35122553 -6.597425126 1.290081702
2.99 2.15105711e-16 -4.857225733e-16 19.47632675 -6.724245182 1.298421784
3 1.942890293e-16 -4.857225733e-16 19.59256532 -6.840720744 1.306171021
3.01 1.665334537e-16 -4.718447855e-16 19.69234815 -6.940407264 1.31282321
3.02 2.289834988e-16 -4.30211422e-16 19.77362903 -7.023493084 1.318241936
3.03 2.081668171e-16 -4.996003611e-16 19.83619 -7.086140357 1.322412666
3.04 2.081668171e-16 -4.996003611e-16 19.87807169 -7.126571819 1.32520478
3.05 1.873501354e-16 -4.996003611e-16 19.89260346 -7.144164682 1.326173564
3.06 1.804112415e-16 -4.718447855e-16 19.8662069 -7.119597201 1.324413794
3.07 1.734723476e-16 -4.579669977e-16 19.77784175 -7.033665811 1.318522783
3.08 2.012279232e-16 -4.857225733e-16 19.60243636 -6.859620016 1.306829091
3.09 2.428612866e-16 -4.440892099e-16 19.32335088 -6.580992869 1.288223392
3.1 2.081668171e-16 -4.579669977e-16 18.95831592 -6.212004001 1.263887728
3.11 1.769417945e-16 -4.440892099e-16 18.58998943 -5.835549986 1.239332629
3.12 1.734723476e-16 -4.649058916e-16 18.3635479 -5.599811165 1.224236527
3.13 1.318389842e-16 -4.649058916e-16 18.41187767 -5.646963437 1.227458511
3.14 9.714451465e-17 -4.996003611e-16 18.75133501 -5.994737554 1.250089001
