# n      x1       x2       g1      g2      eps

914  1.43464  2.25974  -0.372695  -0.228936  1.77585
915  1.43455  2.25968  -0.37229  -0.228686  1.77564
916  1.43446  2.25963  -0.371885  -0.228437  1.77542
917  1.43437  2.25957  -0.37148  -0.228188  1.7752
918  1.43428  2.25952  -0.371076  -0.227938  1.77499
919  1.43419  2.25946  -0.370671  -0.227689  1.77477
920  1.4341  2.25941  -0.370267  -0.22744  1.77455
921  1.43401  2.25935  -0.369864  -0.227191  1.77434
922  1.43392  2.2593  -0.36946  -0.226943  1.77412
923  1.43383  2.25924  -0.369057  -0.226694  1.77391
924  1.43374  2.25919  -0.368653  -0.226446  1.77369
925  1.43366  2.25913  -0.36825  -0.226197  1.77348
926  1.43357  2.25908  -0.367847  -0.225949  1.77326
927  1.43348  2.25902  -0.367445  -0.225701  1.77304
928  1.43339  2.25897  -0.367042  -0.225453  1.77283
929  1.4333  2.25891  -0.36664  -0.225205  1.77261
930  1.43321  2.25886  -0.366238  -0.224957  1.7724
931  1.43312  2.25881  -0.365836  -0.22471  1.77219
932  1.43303  2.25875  -0.365435  -0.224462  1.77197
933  1.43294  2.2587  -0.365033  -0.224215  1.77176
934  1.43286  2.25864  -0.364632  -0.223968  1.77154
935  1.43277  2.25859  -0.364231  -0.223721  1.77133
936  1.43268  2.25853  -0.363831  -0.223474  1.77112
937  1.43259  2.25848  -0.36343  -0.223227  1.7709
938  1.4325  2.25842  -0.36303  -0.222981  1.77069
939  1.43241  2.25837  -0.36263  -0.222734  1.77048
940  1.43233  2.25832  -0.36223  -0.222488  1.77026
941  1.43224  2.25826  -0.36183  -0.222241  1.77005
942  1.43215  2.25821  -0.361431  -0.221995  1.76984
943  1.43206  2.25815  -0.361031  -0.221749  1.76963
944  1.43197  2.2581  -0.360632  -0.221503  1.76941
945  1.43188  2.25804  -0.360234  -0.221258  1.7692
946  1.4318  2.25799  -0.359835  -0.221012  1.76899
947  1.43171  2.25794  -0.359437  -0.220767  1.76878
948  1.43162  2.25788  -0.359038  -0.220521  1.76857
949  1.43153  2.25783  -0.35864  -0.220276  1.76835
950  1.43145  2.25777  -0.358243  -0.220031  1.76814
951  1.43136  2.25772  -0.357845  -0.219786  1.76793
952  1.43127  2.25767  -0.357448  -0.219542  1.76772
953  1.43118  2.25761  -0.357051  -0.219297  1.76751
954  1.4311  2.25756  -0.356654  -0.219053  1.7673
955  1.43101  2.25751  -0.356258  -0.218808  1.76709
956  1.43092  2.25745  -0.355861  -0.218564  1.76688
957  1.43083  2.2574  -0.355465  -0.21832  1.76667
958  1.43075  2.25734  -0.355069  -0.218076  1.76646
959  1.43066  2.25729  -0.354673  -0.217832  1.76625
960  1.43057  2.25724  -0.354278  -0.217589  1.76604
961  1.43049  2.25718  -0.353883  -0.217345  1.76583
962  1.4304  2.25713  -0.353488  -0.217102  1.76562
963  1.43031  2.25708  -0.353093  -0.216859  1.76541
964  1.43023  2.25702  -0.352698  -0.216616  1.7652
965  1.43014  2.25697  -0.352304  -0.216373  1.76499
966  1.43005  2.25692  -0.35191  -0.21613  1.76478
967  1.42997  2.25686  -0.351516  -0.215888  1.76458
968  1.42988  2.25681  -0.351122  -0.215645  1.76437
969  1.42979  2.25676  -0.350729  -0.215403  1.76416
970  1.42971  2.2567  -0.350336  -0.215161  1.76395
971  1.42962  2.25665  -0.349943  -0.214919  1.76374
972  1.42953  2.2566  -0.34955  -0.214677  1.76354
973  1.42945  2.25654  -0.349158  -0.214435  1.76333
974  1.42936  2.25649  -0.348766  -0.214194  1.76312
975  1.42928  2.25644  -0.348374  -0.213952  1.76292
976  1.42919  2.25639  -0.347982  -0.213711  1.76271
977  1.4291  2.25633  -0.34759  -0.21347  1.7625
978  1.42902  2.25628  -0.347199  -0.213229  1.76229
979  1.42893  2.25623  -0.346808  -0.212988  1.76209
980  1.42885  2.25617  -0.346417  -0.212747  1.76188
981  1.42876  2.25612  -0.346027  -0.212507  1.76168
982  1.42867  2.25607  -0.345637  -0.212267  1.76147
983  1.42859  2.25602  -0.345247  -0.212026  1.76127
984  1.4285  2.25596  -0.344857  -0.211786  1.76106
985  1.42842  2.25591  -0.344467  -0.211546  1.76085
986  1.42833  2.25586  -0.344078  -0.211307  1.76065
987  1.42825  2.25581  -0.343689  -0.211067  1.76044
988  1.42816  2.25575  -0.3433  -0.210828  1.76024
989  1.42808  2.2557  -0.342911  -0.210588  1.76004
990  1.42799  2.25565  -0.342523  -0.210349  1.75983
991  1.42791  2.2556  -0.342135  -0.21011  1.75963
992  1.42782  2.25554  -0.341747  -0.209871  1.75942
993  1.42774  2.25549  -0.341359  -0.209633  1.75922
994  1.42765  2.25544  -0.340972  -0.209394  1.75901
995  1.42757  2.25539  -0.340585  -0.209156  1.75881
996  1.42748  2.25534  -0.340198  -0.208918  1.75861
997  1.4274  2.25528  -0.339812  -0.208679  1.7584
998  1.42731  2.25523  -0.339425  -0.208442  1.7582
999  1.42723  2.25518  -0.339039  -0.208204  1.758
1000  1.42714  2.25513  -0.338653  -0.207966  1.7578
1001  1.42706  2.25508  -0.338268  -0.207729  1.75759
1002  1.42698  2.25502  -0.337882  -0.207492  1.75739
1003  1.42689  2.25497  -0.337497  -0.207254  1.75719
1004  1.42681  2.25492  -0.337112  -0.207018  1.75699
1005  1.42672  2.25487  -0.336728  -0.206781  1.75679
1006  1.42664  2.25482  -0.336344  -0.206544  1.75658
1007  1.42655  2.25476  -0.335959  -0.206308  1.75638
1008  1.42647  2.25471  -0.335576  -0.206071  1.75618
1009  1.42639  2.25466  -0.335192  -0.205835  1.75598
1010  1.4263  2.25461  -0.334809  -0.205599  1.75578
1011  1.42622  2.25456  -0.334426  -0.205363  1.75558
1012  1.42614  2.25451  -0.334043  -0.205128  1.75538
1013  1.42605  2.25446  -0.333661  -0.204892  1.75518
1014  1.42597  2.2544  -0.333278  -0.204657  1.75498
1015  1.42588  2.25435  -0.332896  -0.204422  1.75478
1016  1.4258  2.2543  -0.332515  -0.204187  1.75458
1017  1.42572  2.25425  -0.332133  -0.203952  1.75438
1018  1.42563  2.2542  -0.331752  -0.203717  1.75418
1019  1.42555  2.25415  -0.331371  -0.203483  1.75398
1020  1.42547  2.2541  -0.33099  -0.203248  1.75378
1021  1.42539  2.25405  -0.33061  -0.203014  1.75358
1022  1.4253  2.25399  -0.33023  -0.20278  1.75338
1023  1.42522  2.25394  -0.32985  -0.202546  1.75319
1024  1.42514  2.25389  -0.32947  -0.202312  1.75299
1025  1.42505  2.25384  -0.329091  -0.202079  1.75279
1026  1.42497  2.25379  -0.328712  -0.201845  1.75259
1027  1.42489  2.25374  -0.328333  -0.201612  1.75239
1028  1.42481  2.25369  -0.327954  -0.201379  1.7522
1029  1.42472  2.25364  -0.327576  -0.201146  1.752
1030  1.42464  2.25359  -0.327198  -0.200914  1.7518
1031  1.42456  2.25354  -0.32682  -0.200681  1.7516
1032  1.42448  2.25349  -0.326443  -0.200449  1.75141
1033  1.42439  2.25344  -0.326065  -0.200216  1.75121
1034  1.42431  2.25339  -0.325688  -0.199984  1.75101
1035  1.42423  2.25333  -0.325312  -0.199753  1.75082
1036  1.42415  2.25328  -0.324935  -0.199521  1.75062
1037  1.42407  2.25323  -0.324559  -0.199289  1.75043
1038  1.42398  2.25318  -0.324183  -0.199058  1.75023
1039  1.4239  2.25313  -0.323808  -0.198827  1.75004
1040  1.42382  2.25308  -0.323432  -0.198596  1.74984
1041  1.42374  2.25303  -0.323057  -0.198365  1.74964
1042  1.42366  2.25298  -0.322682  -0.198134  1.74945
1043  1.42358  2.25293  -0.322308  -0.197904  1.74925
1044  1.42349  2.25288  -0.321933  -0.197673  1.74906
1045  1.42341  2.25283  -0.32156  -0.197443  1.74887
1046  1.42333  2.25278  -0.321186  -0.197213  1.74867
1047  1.42325  2.25273  -0.320812  -0.196983  1.74848
1048  1.42317  2.25268  -0.320439  -0.196754  1.74828
1049  1.42309  2.25263  -0.320066  -0.196524  1.74809
1050  1.42301  2.25258  -0.319694  -0.196295  1.7479
1051  1.42293  2.25253  -0.319321  -0.196066  1.7477
1052  1.42284  2.25248  -0.318949  -0.195837  1.74751
1053  1.42276  2.25243  -0.318578  -0.195608  1.74732
1054  1.42268  2.25238  -0.318206  -0.195379  1.74712
1055  1.4226  2.25233  -0.317835  -0.195151  1.74693
1056  1.42252  2.25228  -0.317464  -0.194922  1.74674
1057  1.42244  2.25223  -0.317093  -0.194694  1.74655
1058  1.42236  2.25218  -0.316723  -0.194466  1.74635
1059  1.42228  2.25214  -0.316353  -0.194239  1.74616
1060  1.4222  2.25209  -0.315983  -0.194011  1.74597
1061  1.42212  2.25204  -0.315613  -0.193783  1.74578
1062  1.42204  2.25199  -0.315244  -0.193556  1.74559
1063  1.42196  2.25194  -0.314875  -0.193329  1.7454
1064  1.42188  2.25189  -0.314506  -0.193102  1.74521
1065  1.4218  2.25184  -0.314138  -0.192876  1.74502
1066  1.42172  2.25179  -0.31377  -0.192649  1.74483
1067  1.42164  2.25174  -0.313402  -0.192423  1.74463
1068  1.42156  2.25169  -0.313034  -0.192196  1.74444
1069  1.42148  2.25164  -0.312667  -0.19197  1.74425
1070  1.4214  2.25159  -0.3123  -0.191745  1.74406
1071  1.42132  2.25154  -0.311933  -0.191519  1.74388
1072  1.42124  2.2515  -0.311567  -0.191293  1.74369
1073  1.42116  2.25145  -0.311201  -0.191068  1.7435
1074  1.42108  2.2514  -0.310835  -0.190843  1.74331
1075  1.421  2.25135  -0.310469  -0.190618  1.74312
1076  1.42092  2.2513  -0.310104  -0.190393  1.74293
1077  1.42084  2.25125  -0.309739  -0.190169  1.74274
1078  1.42077  2.2512  -0.309374  -0.189944  1.74255
1079  1.42069  2.25115  -0.30901  -0.18972  1.74236
1080  1.42061  2.25111  -0.308645  -0.189496  1.74218
1081  1.42053  2.25106  -0.308282  -0.189272  1.74199
1082  1.42045  2.25101  -0.307918  -0.189048  1.7418
1083  1.42037  2.25096  -0.307555  -0.188825  1.74161
1084  1.42029  2.25091  -0.307192  -0.188601  1.74143
1085  1.42021  2.25086  -0.306829  -0.188378  1.74124
1086  1.42014  2.25082  -0.306466  -0.188155  1.74105
1087  1.42006  2.25077  -0.306104  -0.187932  1.74087
1088  1.41998  2.25072  -0.305742  -0.18771  1.74068
1089  1.4199  2.25067  -0.305381  -0.187487  1.74049
1090  1.41982  2.25062  -0.30502  -0.187265  1.74031
1091  1.41974  2.25057  -0.304659  -0.187043  1.74012
1092  1.41967  2.25053  -0.304298  -0.186821  1.73994
1093  1.41959  2.25048  -0.303937  -0.186599  1.73975
1094  1.41951  2.25043  -0.303577  -0.186377  1.73957
1095  1.41943  2.25038  -0.303217  -0.186156  1.73938
1096  1.41935  2.25033  -0.302858  -0.185935  1.7392
1097  1.41928  2.25029  -0.302499  -0.185714  1.73901
1098  1.4192  2.25024  -0.30214  -0.185493  1.73883
1099  1.41912  2.25019  -0.301781  -0.185272  1.73864
1100  1.41904  2.25014  -0.301423  -0.185052  1.73846
1101  1.41897  2.2501  -0.301065  -0.184832  1.73827
1102  1.41889  2.25005  -0.300707  -0.184611  1.73809
1103  1.41881  2.25  -0.300349  -0.184391  1.73791
1104  1.41873  2.24995  -0.299992  -0.184172  1.73772
1105  1.41866  2.24991  -0.299635  -0.183952  1.73754
1106  1.41858  2.24986  -0.299279  -0.183733  1.73736
1107  1.4185  2.24981  -0.298922  -0.183514  1.73717
1108  1.41843  2.24976  -0.298566  -0.183295  1.73699
1109  1.41835  2.24972  -0.29821  -0.183076  1.73681
1110  1.41827  2.24967  -0.297855  -0.182857  1.73663
1111  1.4182  2.24962  -0.2975  -0.182639  1.73644
1112  1.41812  2.24958  -0.297145  -0.18242  1.73626
1113  1.41804  2.24953  -0.29679  -0.182202  1.73608
1114  1.41797  2.24948  -0.296436  -0.181984  1.7359
1115  1.41789  2.24943  -0.296082  -0.181767  1.73572
1116  1.41781  2.24939  -0.295729  -0.181549  1.73554
1117  1.41774  2.24934  -0.295375  -0.181332  1.73535
1118  1.41766  2.24929  -0.295022  -0.181114  1.73517
1119  1.41758  2.24925  -0.294669  -0.180897  1.73499
1120  1.41751  2.2492  -0.294317  -0.180681  1.73481
1121  1.41743  2.24915  -0.293965  -0.180464  1.73463
1122  1.41736  2.24911  -0.293613  -0.180248  1.73445
1123  1.41728  2.24906  -0.293261  -0.180031  1.73427
1124  1.4172  2.24901  -0.29291  -0.179815  1.73409
1125  1.41713  2.24897  -0.292559  -0.179599  1.73391
1126  1.41705  2.24892  -0.292208  -0.179384  1.73373
1127  1.41698  2.24887  -0.291858  -0.179168  1.73355
1128  1.4169  2.24883  -0.291508  -0.178953  1.73338
1129  1.41683  2.24878  -0.291158  -0.178738  1.7332
1130  1.41675  2.24873  -0.290809  -0.178523  1.73302
1131  1.41668  2.24869  -0.290459  -0.178308  1.73284
1132  1.4166  2.24864  -0.29011  -0.178093  1.73266
1133  1.41653  2.2486  -0.289762  -0.177879  1.73248
1134  1.41645  2.24855  -0.289414  -0.177665  1.73231
1135  1.41638  2.2485  -0.289066  -0.177451  1.73213
1136  1.4163  2.24846  -0.288718  -0.177237  1.73195
1137  1.41623  2.24841  -0.28837  -0.177023  1.73177
1138  1.41615  2.24836  -0.288023  -0.17681  1.7316
1139  1.41608  2.24832  -0.287677  -0.176596  1.73142
1140  1.416  2.24827  -0.28733  -0.176383  1.73124
1141  1.41593  2.24823  -0.286984  -0.17617  1.73107
1142  1.41585  2.24818  -0.286638  -0.175958  1.73089
1143  1.41578  2.24814  -0.286292  -0.175745  1.73071
1144  1.4157  2.24809  -0.285947  -0.175533  1.73054
1145  1.41563  2.24804  -0.285602  -0.175321  1.73036
1146  1.41556  2.248  -0.285258  -0.175109  1.73019
1147  1.41548  2.24795  -0.284913  -0.174897  1.73001
1148  1.41541  2.24791  -0.284569  -0.174685  1.72984
1149  1.41533  2.24786  -0.284225  -0.174474  1.72966
1150  1.41526  2.24782  -0.283882  -0.174263  1.72949
1151  1.41519  2.24777  -0.283539  -0.174051  1.72931
1152  1.41511  2.24773  -0.283196  -0.173841  1.72914
1153  1.41504  2.24768  -0.282853  -0.17363  1.72896
1154  1.41496  2.24764  -0.282511  -0.17342  1.72879
1155  1.41489  2.24759  -0.282169  -0.173209  1.72862
1156  1.41482  2.24754  -0.281828  -0.172999  1.72844
1157  1.41474  2.2475  -0.281486  -0.172789  1.72827
1158  1.41467  2.24745  -0.281145  -0.17258  1.72809
1159  1.4146  2.24741  -0.280804  -0.17237  1.72792
1160  1.41452  2.24736  -0.280464  -0.172161  1.72775
1161  1.41445  2.24732  -0.280124  -0.171951  1.72758
1162  1.41438  2.24727  -0.279784  -0.171743  1.7274
1163  1.4143  2.24723  -0.279445  -0.171534  1.72723
1164  1.41423  2.24719  -0.279105  -0.171325  1.72706
1165  1.41416  2.24714  -0.278767  -0.171117  1.72689
1166  1.41409  2.2471  -0.278428  -0.170909  1.72671
1167  1.41401  2.24705  -0.27809  -0.170701  1.72654
1168  1.41394  2.24701  -0.277752  -0.170493  1.72637
1169  1.41387  2.24696  -0.277414  -0.170285  1.7262
1170  1.4138  2.24692  -0.277077  -0.170078  1.72603
1171  1.41372  2.24687  -0.27674  -0.16987  1.72586
1172  1.41365  2.24683  -0.276403  -0.169663  1.72569
1173  1.41358  2.24678  -0.276066  -0.169456  1.72552
1174  1.41351  2.24674  -0.27573  -0.16925  1.72535
1175  1.41344  2.24669  -0.275394  -0.169043  1.72518
1176  1.41336  2.24665  -0.275059  -0.168837  1.72501
1177  1.41329  2.24661  -0.274724  -0.168631  1.72484
1178  1.41322  2.24656  -0.274389  -0.168425  1.72467
1179  1.41315  2.24652  -0.274054  -0.168219  1.7245
1180  1.41308  2.24647  -0.27372  -0.168014  1.72433
1181  1.413  2.24643  -0.273386  -0.167808  1.72416
1182  1.41293  2.24639  -0.273052  -0.167603  1.72399
1183  1.41286  2.24634  -0.272719  -0.167398  1.72382
1184  1.41279  2.2463  -0.272386  -0.167193  1.72365
1185  1.41272  2.24625  -0.272053  -0.166989  1.72349
1186  1.41265  2.24621  -0.271721  -0.166784  1.72332
1187  1.41258  2.24617  -0.271388  -0.16658  1.72315
1188  1.4125  2.24612  -0.271057  -0.166376  1.72298
1189  1.41243  2.24608  -0.270725  -0.166172  1.72281
1190  1.41236  2.24604  -0.270394  -0.165969  1.72265
1191  1.41229  2.24599  -0.270063  -0.165765  1.72248
1192  1.41222  2.24595  -0.269732  -0.165562  1.72231
1193  1.41215  2.2459  -0.269402  -0.165359  1.72215
1194  1.41208  2.24586  -0.269072  -0.165156  1.72198
1195  1.41201  2.24582  -0.268742  -0.164953  1.72181
1196  1.41194  2.24577  -0.268413  -0.164751  1.72165
1197  1.41187  2.24573  -0.268084  -0.164548  1.72148
1198  1.4118  2.24569  -0.267755  -0.164346  1.72132
1199  1.41173  2.24564  -0.267427  -0.164144  1.72115
1200  1.41166  2.2456  -0.267099  -0.163943  1.72098
1201  1.41159  2.24556  -0.266771  -0.163741  1.72082
1202  1.41152  2.24552  -0.266443  -0.16354  1.72065
1203  1.41145  2.24547  -0.266116  -0.163339  1.72049
1204  1.41138  2.24543  -0.265789  -0.163138  1.72032
1205  1.41131  2.24539  -0.265463  -0.162937  1.72016
1206  1.41124  2.24534  -0.265136  -0.162736  1.72
1207  1.41117  2.2453  -0.264811  -0.162536  1.71983
1208  1.4111  2.24526  -0.264485  -0.162336  1.71967
1209  1.41103  2.24521  -0.26416  -0.162136  1.7195
1210  1.41096  2.24517  -0.263835  -0.161936  1.71934
1211  1.41089  2.24513  -0.26351  -0.161736  1.71918
1212  1.41082  2.24509  -0.263185  -0.161537  1.71901
1213  1.41075  2.24504  -0.262861  -0.161338  1.71885
1214  1.41068  2.245  -0.262537  -0.161139  1.71869
1215  1.41061  2.24496  -0.262214  -0.16094  1.71852
1216  1.41054  2.24492  -0.261891  -0.160741  1.71836
1217  1.41047  2.24487  -0.261568  -0.160543  1.7182
1218  1.4104  2.24483  -0.261245  -0.160344  1.71804
1219  1.41034  2.24479  -0.260923  -0.160146  1.71788
1220  1.41027  2.24475  -0.260601  -0.159948  1.71771
1221  1.4102  2.2447  -0.26028  -0.159751  1.71755
1222  1.41013  2.24466  -0.259958  -0.159553  1.71739
1223  1.41006  2.24462  -0.259637  -0.159356  1.71723
1224  1.40999  2.24458  -0.259317  -0.159159  1.71707
1225  1.40992  2.24454  -0.258996  -0.158962  1.71691
1226  1.40986  2.24449  -0.258676  -0.158765  1.71675
1227  1.40979  2.24445  -0.258356  -0.158568  1.71659
1228  1.40972  2.24441  -0.258037  -0.158372  1.71643
1229  1.40965  2.24437  -0.257718  -0.158176  1.71627
1230  1.40958  2.24433  -0.257399  -0.15798  1.71611
1231  1.40952  2.24428  -0.257081  -0.157784  1.71595
1232  1.40945  2.24424  -0.256762  -0.157589  1.71579
1233  1.40938  2.2442  -0.256444  -0.157393  1.71563
1234  1.40931  2.24416  -0.256127  -0.157198  1.71547
1235  1.40924  2.24412  -0.25581  -0.157003  1.71531
1236  1.40918  2.24408  -0.255493  -0.156808  1.71515
1237  1.40911  2.24403  -0.255176  -0.156614  1.71499
1238  1.40904  2.24399  -0.25486  -0.156419  1.71483
1239  1.40897  2.24395  -0.254544  -0.156225  1.71467
1240  1.40891  2.24391  -0.254228  -0.156031  1.71452
1241  1.40884  2.24387  -0.253912  -0.155837  1.71436
1242  1.40877  2.24383  -0.253597  -0.155643  1.7142
1243  1.4087  2.24379  -0.253283  -0.15545  1.71404
1244  1.40864  2.24374  -0.252968  -0.155257  1.71389
1245  1.40857  2.2437  -0.252654  -0.155063  1.71373
1246  1.4085  2.24366  -0.25234  -0.154871  1.71357
1247  1.40844  2.24362  -0.252027  -0.154678  1.71342
1248  1.40837  2.24358  -0.251713  -0.154485  1.71326
1249  1.4083  2.24354  -0.2514  -0.154293  1.7131
1250  1.40824  2.2435  -0.251088  -0.154101  1.71295
1251  1.40817  2.24346  -0.250776  -0.153909  1.71279
1252  1.4081  2.24342  -0.250464  -0.153717  1.71263
1253  1.40804  2.24338  -0.250152  -0.153526  1.71248
1254  1.40797  2.24334  -0.249841  -0.153334  1.71232
1255  1.4079  2.24329  -0.249529  -0.153143  1.71217
1256  1.40784  2.24325  -0.249219  -0.152952  1.71201
1257  1.40777  2.24321  -0.248908  -0.152761  1.71186
1258  1.40771  2.24317  -0.248598  -0.152571  1.7117
1259  1.40764  2.24313  -0.248288  -0.15238  1.71155
1260  1.40757  2.24309  -0.247979  -0.15219  1.71139
1261  1.40751  2.24305  -0.24767  -0.152  1.71124
1262  1.40744  2.24301  -0.247361  -0.15181  1.71108
1263  1.40738  2.24297  -0.247052  -0.151621  1.71093
1264  1.40731  2.24293  -0.246744  -0.151431  1.71078
1265  1.40725  2.24289  -0.246436  -0.151242  1.71062
1266  1.40718  2.24285  -0.246128  -0.151053  1.71047
1267  1.40712  2.24281  -0.245821  -0.150864  1.71032
1268  1.40705  2.24277  -0.245514  -0.150675  1.71016
1269  1.40698  2.24273  -0.245207  -0.150487  1.71001
1270  1.40692  2.24269  -0.244901  -0.150298  1.70986
1271  1.40685  2.24265  -0.244595  -0.15011  1.70971
1272  1.40679  2.24261  -0.244289  -0.149922  1.70955
1273  1.40672  2.24257  -0.243984  -0.149735  1.7094
1274  1.40666  2.24253  -0.243678  -0.149547  1.70925
1275  1.40659  2.24249  -0.243374  -0.14936  1.7091
1276  1.40653  2.24245  -0.243069  -0.149173  1.70895
1277  1.40646  2.24241  -0.242765  -0.148986  1.70879
1278  1.4064  2.24237  -0.242461  -0.148799  1.70864
1279  1.40634  2.24233  -0.242157  -0.148612  1.70849
1280  1.40627  2.24229  -0.241854  -0.148426  1.70834
1281  1.40621  2.24225  -0.241551  -0.14824  1.70819
1282  1.40614  2.24221  -0.241248  -0.148054  1.70804
1283  1.40608  2.24217  -0.240946  -0.147868  1.70789
1284  1.40601  2.24213  -0.240644  -0.147683  1.70774
1285  1.40595  2.24209  -0.240342  -0.147497  1.70759
1286  1.40589  2.24205  -0.240041  -0.147312  1.70744
1287  1.40582  2.24201  -0.23974  -0.147127  1.70729
1288  1.40576  2.24197  -0.239439  -0.146942  1.70714
1289  1.40569  2.24194  -0.239138  -0.146757  1.70699
1290  1.40563  2.2419  -0.238838  -0.146573  1.70684
1291  1.40557  2.24186  -0.238538  -0.146389  1.70669
1292  1.4055  2.24182  -0.238239  -0.146205  1.70654
1293  1.40544  2.24178  -0.237939  -0.146021  1.7064
1294  1.40538  2.24174  -0.237641  -0.145837  1.70625
1295  1.40531  2.2417  -0.237342  -0.145653  1.7061
1296  1.40525  2.24166  -0.237044  -0.14547  1.70595
1297  1.40519  2.24162  -0.236746  -0.145287  1.7058
1298  1.40512  2.24158  -0.236448  -0.145104  1.70566
1299  1.40506  2.24155  -0.23615  -0.144921  1.70551
1300  1.405  2.24151  -0.235853  -0.144739  1.70536
1301  1.40493  2.24147  -0.235557  -0.144556  1.70521
1302  1.40487  2.24143  -0.23526  -0.144374  1.70507
1303  1.40481  2.24139  -0.234964  -0.144192  1.70492
1304  1.40475  2.24135  -0.234668  -0.14401  1.70477
1305  1.40468  2.24131  -0.234372  -0.143829  1.70463
1306  1.40462  2.24127  -0.234077  -0.143647  1.70448
1307  1.40456  2.24124  -0.233782  -0.143466  1.70433
1308  1.40449  2.2412  -0.233488  -0.143285  1.70419
1309  1.40443  2.24116  -0.233193  -0.143104  1.70404
1310  1.40437  2.24112  -0.232899  -0.142924  1.7039
1311  1.40431  2.24108  -0.232606  -0.142743  1.70375
1312  1.40425  2.24104  -0.232312  -0.142563  1.70361
1313  1.40418  2.24101  -0.232019  -0.142383  1.70346
1314  1.40412  2.24097  -0.231726  -0.142203  1.70332
1315  1.40406  2.24093  -0.231434  -0.142023  1.70317
1316  1.404  2.24089  -0.231142  -0.141844  1.70303
1317  1.40394  2.24085  -0.23085  -0.141664  1.70288
1318  1.40387  2.24082  -0.230558  -0.141485  1.70274
1319  1.40381  2.24078  -0.230267  -0.141306  1.70259
1320  1.40375  2.24074  -0.229976  -0.141128  1.70245
1321  1.40369  2.2407  -0.229686  -0.140949  1.70231
1322  1.40363  2.24066  -0.229395  -0.140771  1.70216
1323  1.40357  2.24063  -0.229105  -0.140593  1.70202
1324  1.4035  2.24059  -0.228815  -0.140415  1.70188
1325  1.40344  2.24055  -0.228526  -0.140237  1.70173
1326  1.40338  2.24051  -0.228237  -0.140059  1.70159
1327  1.40332  2.24048  -0.227948  -0.139882  1.70145
1328  1.40326  2.24044  -0.22766  -0.139704  1.70131
1329  1.4032  2.2404  -0.227372  -0.139527  1.70116
1330  1.40314  2.24036  -0.227084  -0.139351  1.70102
1331  1.40308  2.24033  -0.226796  -0.139174  1.70088
1332  1.40302  2.24029  -0.226509  -0.138997  1.70074
1333  1.40296  2.24025  -0.226222  -0.138821  1.7006
1334  1.40289  2.24021  -0.225935  -0.138645  1.70046
1335  1.40283  2.24018  -0.225649  -0.138469  1.70031
1336  1.40277  2.24014  -0.225363  -0.138293  1.70017
1337  1.40271  2.2401  -0.225077  -0.138118  1.70003
1338  1.40265  2.24007  -0.224792  -0.137943  1.69989
1339  1.40259  2.24003  -0.224507  -0.137767  1.69975
1340  1.40253  2.23999  -0.224222  -0.137592  1.69961
1341  1.40247  2.23995  -0.223937  -0.137418  1.69947
1342  1.40241  2.23992  -0.223653  -0.137243  1.69933
1343  1.40235  2.23988  -0.223369  -0.137069  1.69919
1344  1.40229  2.23984  -0.223086  -0.136894  1.69905
1345  1.40223  2.23981  -0.222802  -0.13672  1.69891
1346  1.40217  2.23977  -0.22252  -0.136547  1.69877
1347  1.40211  2.23973  -0.222237  -0.136373  1.69863
1348  1.40205  2.2397  -0.221954  -0.1362  1.69849
1349  1.40199  2.23966  -0.221672  -0.136026  1.69836
1350  1.40193  2.23962  -0.221391  -0.135853  1.69822
1351  1.40187  2.23959  -0.221109  -0.13568  1.69808
1352  1.40181  2.23955  -0.220828  -0.135508  1.69794
1353  1.40176  2.23951  -0.220547  -0.135335  1.6978
1354  1.4017  2.23948  -0.220267  -0.135163  1.69766
1355  1.40164  2.23944  -0.219986  -0.134991  1.69753
1356  1.40158  2.2394  -0.219707  -0.134819  1.69739
1357  1.40152  2.23937  -0.219427  -0.134647  1.69725
1358  1.40146  2.23933  -0.219148  -0.134475  1.69711
1359  1.4014  2.2393  -0.218869  -0.134304  1.69698
1360  1.40134  2.23926  -0.21859  -0.134133  1.69684
1361  1.40128  2.23922  -0.218311  -0.133962  1.6967
1362  1.40122  2.23919  -0.218033  -0.133791  1.69657
1363  1.40117  2.23915  -0.217756  -0.13362  1.69643
1364  1.40111  2.23912  -0.217478  -0.13345  1.69629
1365  1.40105  2.23908  -0.217201  -0.133279  1.69616
1366  1.40099  2.23904  -0.216924  -0.133109  1.69602
1367  1.40093  2.23901  -0.216647  -0.132939  1.69589
1368  1.40087  2.23897  -0.216371  -0.13277  1.69575
1369  1.40081  2.23894  -0.216095  -0.1326  1.69561
1370  1.40076  2.2389  -0.215819  -0.132431  1.69548
1371  1.4007  2.23886  -0.215544  -0.132262  1.69534
1372  1.40064  2.23883  -0.215269  -0.132093  1.69521
1373  1.40058  2.23879  -0.214994  -0.131924  1.69507
1374  1.40052  2.23876  -0.21472  -0.131755  1.69494
1375  1.40047  2.23872  -0.214445  -0.131587  1.69481
1376  1.40041  2.23869  -0.214172  -0.131419  1.69467
1377  1.40035  2.23865  -0.213898  -0.131251  1.69454
1378  1.40029  2.23862  -0.213625  -0.131083  1.6944
1379  1.40024  2.23858  -0.213352  -0.130915  1.69427
1380  1.40018  2.23854  -0.213079  -0.130748  1.69414
1381  1.40012  2.23851  -0.212807  -0.13058  1.694
1382  1.40006  2.23847  -0.212535  -0.130413  1.69387
