# n      x1       x2       g1      g2      eps

123  -1.69909  -1.89919  0.320901  0.28478  15.6904
124  -1.69907  -1.89918  0.320836  0.284722  15.6902
125  -1.69906  -1.89916  0.32077  0.284663  15.6901
126  -1.69904  -1.89915  0.320703  0.284604  15.6899
127  -1.69903  -1.89914  0.320636  0.284545  15.6897
128  -1.69901  -1.89912  0.320569  0.284485  15.6896
129  -1.699  -1.89911  0.320501  0.284424  15.6894
130  -1.69898  -1.8991  0.320432  0.284363  15.6893
131  -1.69897  -1.89908  0.320363  0.284302  15.6891
132  -1.69895  -1.89907  0.320293  0.28424  15.6889
133  -1.69893  -1.89905  0.320223  0.284178  15.6888
134  -1.69892  -1.89904  0.320153  0.284115  15.6886
135  -1.6989  -1.89903  0.320081  0.284052  15.6884
136  -1.69889  -1.89901  0.32001  0.283988  15.6883
137  -1.69887  -1.899  0.319938  0.283924  15.6881
138  -1.69885  -1.89898  0.319865  0.28386  15.6879
139  -1.69884  -1.89897  0.319792  0.283795  15.6877
140  -1.69882  -1.89895  0.319718  0.283729  15.6876
141  -1.6988  -1.89894  0.319644  0.283663  15.6874
142  -1.69879  -1.89892  0.31957  0.283597  15.6872
143  -1.69877  -1.89891  0.319495  0.28353  15.687
144  -1.69875  -1.89889  0.319419  0.283463  15.6869
145  -1.69874  -1.89888  0.319343  0.283396  15.6867
146  -1.69872  -1.89886  0.319266  0.283328  15.6865
147  -1.6987  -1.89885  0.319189  0.283259  15.6863
148  -1.69869  -1.89883  0.319111  0.28319  15.6861
149  -1.69867  -1.89882  0.319033  0.283121  15.6859
150  -1.69865  -1.8988  0.318955  0.283051  15.6858
151  -1.69863  -1.89879  0.318876  0.282981  15.6856
152  -1.69861  -1.89877  0.318796  0.28291  15.6854
153  -1.6986  -1.89875  0.318716  0.282839  15.6852
154  -1.69858  -1.89874  0.318635  0.282767  15.685
155  -1.69856  -1.89872  0.318554  0.282695  15.6848
156  -1.69854  -1.89871  0.318473  0.282623  15.6846
157  -1.69852  -1.89869  0.318391  0.28255  15.6844
158  -1.69851  -1.89867  0.318308  0.282477  15.6842
159  -1.69849  -1.89866  0.318225  0.282403  15.684
160  -1.69847  -1.89864  0.318142  0.282329  15.6838
161  -1.69845  -1.89862  0.318058  0.282254  15.6836
162  -1.69843  -1.89861  0.317973  0.282179  15.6834
163  -1.69841  -1.89859  0.317888  0.282104  15.6832
164  -1.69839  -1.89857  0.317803  0.282028  15.683
165  -1.69837  -1.89856  0.317717  0.281951  15.6828
166  -1.69835  -1.89854  0.31763  0.281875  15.6826
167  -1.69833  -1.89852  0.317544  0.281797  15.6824
168  -1.69831  -1.8985  0.317456  0.28172  15.6822
169  -1.69829  -1.89849  0.317368  0.281642  15.682
170  -1.69827  -1.89847  0.31728  0.281563  15.6818
171  -1.69825  -1.89845  0.317191  0.281484  15.6816
172  -1.69823  -1.89843  0.317102  0.281405  15.6814
173  -1.69821  -1.89842  0.317012  0.281325  15.6812
174  -1.69819  -1.8984  0.316922  0.281245  15.681
175  -1.69817  -1.89838  0.316831  0.281164  15.6807
176  -1.69815  -1.89836  0.31674  0.281083  15.6805
177  -1.69813  -1.89834  0.316648  0.281002  15.6803
178  -1.69811  -1.89833  0.316556  0.28092  15.6801
179  -1.69809  -1.89831  0.316463  0.280838  15.6799
180  -1.69807  -1.89829  0.31637  0.280755  15.6797
181  -1.69805  -1.89827  0.316276  0.280672  15.6794
182  -1.69803  -1.89825  0.316182  0.280588  15.6792
183  -1.69801  -1.89823  0.316087  0.280504  15.679
184  -1.69799  -1.89821  0.315992  0.28042  15.6788
185  -1.69797  -1.89819  0.315897  0.280335  15.6785
186  -1.69794  -1.89818  0.315801  0.28025  15.6783
187  -1.69792  -1.89816  0.315704  0.280164  15.6781
188  -1.6979  -1.89814  0.315607  0.280078  15.6779
189  -1.69788  -1.89812  0.31551  0.279991  15.6776
190  -1.69786  -1.8981  0.315412  0.279904  15.6774
191  -1.69783  -1.89808  0.315314  0.279817  15.6772
192  -1.69781  -1.89806  0.315215  0.279729  15.6769
193  -1.69779  -1.89804  0.315116  0.279641  15.6767
194  -1.69777  -1.89802  0.315016  0.279552  15.6765
195  -1.69775  -1.898  0.314916  0.279463  15.6762
196  -1.69772  -1.89798  0.314815  0.279374  15.676
197  -1.6977  -1.89796  0.314714  0.279284  15.6758
198  -1.69768  -1.89794  0.314612  0.279194  15.6755
199  -1.69766  -1.89792  0.31451  0.279103  15.6753
200  -1.69763  -1.8979  0.314408  0.279012  15.675
201  -1.69761  -1.89788  0.314305  0.278921  15.6748
202  -1.69759  -1.89786  0.314201  0.278829  15.6745
203  -1.69756  -1.89784  0.314097  0.278736  15.6743
204  -1.69754  -1.89782  0.313993  0.278644  15.6741
205  -1.69752  -1.8978  0.313888  0.278551  15.6738
206  -1.69749  -1.89777  0.313783  0.278457  15.6736
207  -1.69747  -1.89775  0.313677  0.278363  15.6733
208  -1.69744  -1.89773  0.313571  0.278269  15.6731
209  -1.69742  -1.89771  0.313464  0.278174  15.6728
210  -1.6974  -1.89769  0.313357  0.278079  15.6726
211  -1.69737  -1.89767  0.313249  0.277983  15.6723
212  -1.69735  -1.89765  0.313141  0.277887  15.6721
213  -1.69732  -1.89763  0.313033  0.277791  15.6718
214  -1.6973  -1.8976  0.312924  0.277694  15.6715
215  -1.69728  -1.89758  0.312815  0.277597  15.6713
216  -1.69725  -1.89756  0.312705  0.2775  15.671
217  -1.69723  -1.89754  0.312594  0.277402  15.6708
218  -1.6972  -1.89752  0.312484  0.277303  15.6705
219  -1.69718  -1.89749  0.312372  0.277204  15.6702
220  -1.69715  -1.89747  0.312261  0.277105  15.67
221  -1.69713  -1.89745  0.312149  0.277006  15.6697
222  -1.6971  -1.89743  0.312036  0.276906  15.6695
223  -1.69708  -1.89741  0.311923  0.276805  15.6692
224  -1.69705  -1.89738  0.31181  0.276705  15.6689
225  -1.69703  -1.89736  0.311696  0.276604  15.6686
226  -1.697  -1.89734  0.311582  0.276502  15.6684
227  -1.69697  -1.89732  0.311467  0.2764  15.6681
228  -1.69695  -1.89729  0.311352  0.276298  15.6678
229  -1.69692  -1.89727  0.311236  0.276195  15.6676
230  -1.6969  -1.89725  0.31112  0.276092  15.6673
231  -1.69687  -1.89722  0.311004  0.275989  15.667
232  -1.69685  -1.8972  0.310887  0.275885  15.6667
233  -1.69682  -1.89718  0.310769  0.275781  15.6665
234  -1.69679  -1.89715  0.310652  0.275676  15.6662
235  -1.69677  -1.89713  0.310533  0.275571  15.6659
236  -1.69674  -1.89711  0.310415  0.275465  15.6656
237  -1.69671  -1.89708  0.310296  0.27536  15.6654
238  -1.69669  -1.89706  0.310176  0.275254  15.6651
239  -1.69666  -1.89704  0.310056  0.275147  15.6648
240  -1.69663  -1.89701  0.309936  0.27504  15.6645
241  -1.69661  -1.89699  0.309815  0.274933  15.6642
242  -1.69658  -1.89696  0.309694  0.274825  15.6639
243  -1.69655  -1.89694  0.309572  0.274717  15.6637
244  -1.69652  -1.89692  0.30945  0.274608  15.6634
245  -1.6965  -1.89689  0.309327  0.2745  15.6631
246  -1.69647  -1.89687  0.309204  0.27439  15.6628
247  -1.69644  -1.89684  0.309081  0.274281  15.6625
248  -1.69641  -1.89682  0.308957  0.274171  15.6622
249  -1.69639  -1.89679  0.308833  0.27406  15.6619
250  -1.69636  -1.89677  0.308708  0.27395  15.6616
251  -1.69633  -1.89674  0.308583  0.273839  15.6613
252  -1.6963  -1.89672  0.308457  0.273727  15.661
253  -1.69628  -1.89669  0.308332  0.273615  15.6607
254  -1.69625  -1.89667  0.308205  0.273503  15.6604
255  -1.69622  -1.89664  0.308078  0.27339  15.6601
256  -1.69619  -1.89662  0.307951  0.273278  15.6598
257  -1.69616  -1.89659  0.307824  0.273164  15.6595
258  -1.69613  -1.89657  0.307696  0.27305  15.6592
259  -1.6961  -1.89654  0.307567  0.272936  15.6589
260  -1.69608  -1.89652  0.307438  0.272822  15.6586
261  -1.69605  -1.89649  0.307309  0.272707  15.6583
262  -1.69602  -1.89647  0.307179  0.272592  15.658
263  -1.69599  -1.89644  0.307049  0.272476  15.6577
264  -1.69596  -1.89641  0.306919  0.272361  15.6574
265  -1.69593  -1.89639  0.306788  0.272244  15.6571
266  -1.6959  -1.89636  0.306657  0.272128  15.6568
267  -1.69587  -1.89634  0.306525  0.272011  15.6565
268  -1.69584  -1.89631  0.306393  0.271893  15.6562
269  -1.69581  -1.89628  0.30626  0.271776  15.6559
270  -1.69578  -1.89626  0.306127  0.271658  15.6556
271  -1.69575  -1.89623  0.305994  0.271539  15.6553
272  -1.69572  -1.89621  0.30586  0.27142  15.6549
273  -1.69569  -1.89618  0.305726  0.271301  15.6546
274  -1.69566  -1.89615  0.305592  0.271182  15.6543
275  -1.69563  -1.89613  0.305457  0.271062  15.654
276  -1.6956  -1.8961  0.305321  0.270942  15.6537
277  -1.69557  -1.89607  0.305185  0.270821  15.6534
278  -1.69554  -1.89605  0.305049  0.2707  15.653
279  -1.69551  -1.89602  0.304913  0.270579  15.6527
280  -1.69548  -1.89599  0.304776  0.270457  15.6524
281  -1.69545  -1.89596  0.304639  0.270335  15.6521
282  -1.69542  -1.89594  0.304501  0.270213  15.6517
283  -1.69539  -1.89591  0.304363  0.27009  15.6514
284  -1.69536  -1.89588  0.304224  0.269967  15.6511
285  -1.69533  -1.89585  0.304085  0.269844  15.6508
286  -1.6953  -1.89583  0.303946  0.26972  15.6504
287  -1.69527  -1.8958  0.303806  0.269596  15.6501
288  -1.69524  -1.89577  0.303666  0.269472  15.6498
289  -1.6952  -1.89574  0.303526  0.269347  15.6495
290  -1.69517  -1.89572  0.303385  0.269222  15.6491
291  -1.69514  -1.89569  0.303244  0.269097  15.6488
292  -1.69511  -1.89566  0.303102  0.268971  15.6485
293  -1.69508  -1.89563  0.30296  0.268845  15.6481
294  -1.69505  -1.8956  0.302818  0.268718  15.6478
295  -1.69502  -1.89558  0.302675  0.268591  15.6475
296  -1.69498  -1.89555  0.302532  0.268464  15.6471
297  -1.69495  -1.89552  0.302388  0.268337  15.6468
298  -1.69492  -1.89549  0.302244  0.268209  15.6465
299  -1.69489  -1.89546  0.3021  0.268081  15.6461
300  -1.69486  -1.89543  0.301955  0.267952  15.6458
301  -1.69482  -1.89541  0.30181  0.267824  15.6454
302  -1.69479  -1.89538  0.301665  0.267694  15.6451
303  -1.69476  -1.89535  0.301519  0.267565  15.6448
304  -1.69473  -1.89532  0.301373  0.267435  15.6444
305  -1.69469  -1.89529  0.301227  0.267305  15.6441
306  -1.69466  -1.89526  0.30108  0.267175  15.6437
307  -1.69463  -1.89523  0.300932  0.267044  15.6434
308  -1.69459  -1.8952  0.300785  0.266913  15.643
309  -1.69456  -1.89517  0.300637  0.266781  15.6427
310  -1.69453  -1.89514  0.300488  0.266649  15.6423
311  -1.6945  -1.89512  0.30034  0.266517  15.642
312  -1.69446  -1.89509  0.300191  0.266385  15.6417
313  -1.69443  -1.89506  0.300041  0.266252  15.6413
314  -1.6944  -1.89503  0.299891  0.266119  15.641
315  -1.69436  -1.895  0.299741  0.265986  15.6406
316  -1.69433  -1.89497  0.29959  0.265852  15.6402
317  -1.6943  -1.89494  0.29944  0.265718  15.6399
318  -1.69426  -1.89491  0.299288  0.265584  15.6395
319  -1.69423  -1.89488  0.299137  0.265449  15.6392
320  -1.69419  -1.89485  0.298985  0.265314  15.6388
321  -1.69416  -1.89482  0.298832  0.265179  15.6385
322  -1.69413  -1.89479  0.29868  0.265043  15.6381
323  -1.69409  -1.89476  0.298526  0.264907  15.6378
324  -1.69406  -1.89473  0.298373  0.264771  15.6374
325  -1.69402  -1.8947  0.298219  0.264634  15.637
326  -1.69399  -1.89467  0.298065  0.264497  15.6367
327  -1.69396  -1.89464  0.297911  0.26436  15.6363
328  -1.69392  -1.89461  0.297756  0.264223  15.636
329  -1.69389  -1.89458  0.297601  0.264085  15.6356
330  -1.69385  -1.89454  0.297445  0.263947  15.6352
331  -1.69382  -1.89451  0.297289  0.263808  15.6349
332  -1.69378  -1.89448  0.297133  0.26367  15.6345
333  -1.69375  -1.89445  0.296977  0.263531  15.6341
334  -1.69371  -1.89442  0.29682  0.263391  15.6338
335  -1.69368  -1.89439  0.296662  0.263252  15.6334
336  -1.69364  -1.89436  0.296505  0.263112  15.633
337  -1.69361  -1.89433  0.296347  0.262971  15.6327
338  -1.69357  -1.8943  0.296189  0.262831  15.6323
339  -1.69354  -1.89427  0.29603  0.26269  15.6319
340  -1.6935  -1.89423  0.295871  0.262549  15.6316
341  -1.69347  -1.8942  0.295712  0.262407  15.6312
342  -1.69343  -1.89417  0.295552  0.262266  15.6308
343  -1.6934  -1.89414  0.295392  0.262124  15.6304
344  -1.69336  -1.89411  0.295232  0.261981  15.6301
345  -1.69333  -1.89408  0.295071  0.261839  15.6297
346  -1.69329  -1.89405  0.29491  0.261696  15.6293
347  -1.69325  -1.89401  0.294749  0.261552  15.6289
348  -1.69322  -1.89398  0.294587  0.261409  15.6286
349  -1.69318  -1.89395  0.294426  0.261265  15.6282
350  -1.69315  -1.89392  0.294263  0.261121  15.6278
351  -1.69311  -1.89389  0.294101  0.260977  15.6274
352  -1.69307  -1.89385  0.293938  0.260832  15.627
353  -1.69304  -1.89382  0.293775  0.260687  15.6267
354  -1.693  -1.89379  0.293611  0.260542  15.6263
355  -1.69297  -1.89376  0.293447  0.260396  15.6259
356  -1.69293  -1.89373  0.293283  0.26025  15.6255
357  -1.69289  -1.89369  0.293118  0.260104  15.6251
358  -1.69286  -1.89366  0.292953  0.259958  15.6248
359  -1.69282  -1.89363  0.292788  0.259811  15.6244
360  -1.69278  -1.8936  0.292623  0.259664  15.624
361  -1.69275  -1.89356  0.292457  0.259517  15.6236
362  -1.69271  -1.89353  0.292291  0.259369  15.6232
363  -1.69267  -1.8935  0.292124  0.259222  15.6228
364  -1.69264  -1.89347  0.291958  0.259074  15.6224
365  -1.6926  -1.89343  0.291791  0.258925  15.622
366  -1.69256  -1.8934  0.291623  0.258777  15.6217
367  -1.69253  -1.89337  0.291456  0.258628  15.6213
368  -1.69249  -1.89333  0.291288  0.258478  15.6209
369  -1.69245  -1.8933  0.291119  0.258329  15.6205
370  -1.69241  -1.89327  0.290951  0.258179  15.6201
371  -1.69238  -1.89323  0.290782  0.258029  15.6197
372  -1.69234  -1.8932  0.290613  0.257879  15.6193
373  -1.6923  -1.89317  0.290443  0.257728  15.6189
374  -1.69226  -1.89313  0.290273  0.257578  15.6185
375  -1.69223  -1.8931  0.290103  0.257427  15.6181
376  -1.69219  -1.89307  0.289933  0.257275  15.6177
377  -1.69215  -1.89303  0.289762  0.257124  15.6173
378  -1.69211  -1.893  0.289591  0.256972  15.6169
379  -1.69207  -1.89297  0.28942  0.25682  15.6165
380  -1.69204  -1.89293  0.289248  0.256667  15.6161
381  -1.692  -1.8929  0.289076  0.256515  15.6157
382  -1.69196  -1.89287  0.288904  0.256362  15.6153
383  -1.69192  -1.89283  0.288731  0.256208  15.6149
384  -1.69188  -1.8928  0.288559  0.256055  15.6145
385  -1.69185  -1.89276  0.288385  0.255901  15.6141
386  -1.69181  -1.89273  0.288212  0.255747  15.6137
387  -1.69177  -1.8927  0.288038  0.255593  15.6133
388  -1.69173  -1.89266  0.287864  0.255439  15.6129
389  -1.69169  -1.89263  0.28769  0.255284  15.6125
390  -1.69165  -1.89259  0.287516  0.255129  15.6121
391  -1.69161  -1.89256  0.287341  0.254974  15.6117
392  -1.69158  -1.89252  0.287166  0.254818  15.6113
393  -1.69154  -1.89249  0.28699  0.254662  15.6109
394  -1.6915  -1.89246  0.286815  0.254506  15.6105
395  -1.69146  -1.89242  0.286639  0.25435  15.6101
396  -1.69142  -1.89239  0.286463  0.254194  15.6096
397  -1.69138  -1.89235  0.286286  0.254037  15.6092
398  -1.69134  -1.89232  0.286109  0.25388  15.6088
399  -1.6913  -1.89228  0.285932  0.253723  15.6084
400  -1.69126  -1.89225  0.285755  0.253565  15.608
401  -1.69123  -1.89221  0.285577  0.253408  15.6076
402  -1.69119  -1.89218  0.285399  0.25325  15.6072
403  -1.69115  -1.89214  0.285221  0.253091  15.6068
404  -1.69111  -1.89211  0.285043  0.252933  15.6063
405  -1.69107  -1.89207  0.284864  0.252774  15.6059
406  -1.69103  -1.89204  0.284685  0.252615  15.6055
407  -1.69099  -1.892  0.284506  0.252456  15.6051
408  -1.69095  -1.89197  0.284326  0.252297  15.6047
409  -1.69091  -1.89193  0.284147  0.252137  15.6043
410  -1.69087  -1.8919  0.283967  0.251977  15.6038
411  -1.69083  -1.89186  0.283786  0.251817  15.6034
412  -1.69079  -1.89183  0.283606  0.251657  15.603
413  -1.69075  -1.89179  0.283425  0.251496  15.6026
414  -1.69071  -1.89176  0.283244  0.251335  15.6022
415  -1.69067  -1.89172  0.283062  0.251174  15.6017
416  -1.69063  -1.89168  0.282881  0.251013  15.6013
417  -1.69059  -1.89165  0.282699  0.250852  15.6009
418  -1.69055  -1.89161  0.282517  0.25069  15.6005
419  -1.69051  -1.89158  0.282334  0.250528  15.6001
420  -1.69047  -1.89154  0.282152  0.250366  15.5996
421  -1.69043  -1.89151  0.281969  0.250203  15.5992
422  -1.69039  -1.89147  0.281786  0.250041  15.5988
423  -1.69035  -1.89143  0.281602  0.249878  15.5984
424  -1.69031  -1.8914  0.281419  0.249715  15.5979
425  -1.69027  -1.89136  0.281235  0.249551  15.5975
426  -1.69023  -1.89133  0.281051  0.249388  15.5971
427  -1.69019  -1.89129  0.280866  0.249224  15.5967
428  -1.69014  -1.89125  0.280682  0.24906  15.5962
429  -1.6901  -1.89122  0.280497  0.248896  15.5958
430  -1.69006  -1.89118  0.280312  0.248732  15.5954
431  -1.69002  -1.89115  0.280126  0.248567  15.5949
432  -1.68998  -1.89111  0.279941  0.248402  15.5945
433  -1.68994  -1.89107  0.279755  0.248237  15.5941
434  -1.6899  -1.89104  0.279569  0.248072  15.5937
435  -1.68986  -1.891  0.279382  0.247907  15.5932
436  -1.68982  -1.89096  0.279196  0.247741  15.5928
437  -1.68978  -1.89093  0.279009  0.247575  15.5924
438  -1.68973  -1.89089  0.278822  0.247409  15.5919
439  -1.68969  -1.89085  0.278635  0.247243  15.5915
440  -1.68965  -1.89082  0.278447  0.247076  15.5911
441  -1.68961  -1.89078  0.278259  0.246909  15.5906
442  -1.68957  -1.89074  0.278071  0.246743  15.5902
443  -1.68953  -1.89071  0.277883  0.246575  15.5897
444  -1.68949  -1.89067  0.277695  0.246408  15.5893
445  -1.68945  -1.89063  0.277506  0.246241  15.5889
446  -1.6894  -1.8906  0.277317  0.246073  15.5884
447  -1.68936  -1.89056  0.277128  0.245905  15.588
448  -1.68932  -1.89052  0.276939  0.245737  15.5876
449  -1.68928  -1.89049  0.276749  0.245568  15.5871
450  -1.68924  -1.89045  0.276559  0.2454  15.5867
451  -1.68919  -1.89041  0.276369  0.245231  15.5862
452  -1.68915  -1.89037  0.276179  0.245062  15.5858
453  -1.68911  -1.89034  0.275989  0.244893  15.5854
454  -1.68907  -1.8903  0.275798  0.244724  15.5849
455  -1.68903  -1.89026  0.275607  0.244554  15.5845
456  -1.68899  -1.89023  0.275416  0.244385  15.584
457  -1.68894  -1.89019  0.275225  0.244215  15.5836
458  -1.6889  -1.89015  0.275033  0.244045  15.5832
459  -1.68886  -1.89011  0.274841  0.243874  15.5827
460  -1.68882  -1.89008  0.274649  0.243704  15.5823
461  -1.68877  -1.89004  0.274457  0.243533  15.5818
462  -1.68873  -1.89  0.274265  0.243362  15.5814
463  -1.68869  -1.88996  0.274072  0.243191  15.5809
464  -1.68865  -1.88993  0.273879  0.24302  15.5805
465  -1.6886  -1.88989  0.273686  0.242849  15.58
466  -1.68856  -1.88985  0.273493  0.242677  15.5796
467  -1.68852  -1.88981  0.2733  0.242506  15.5792
468  -1.68848  -1.88977  0.273106  0.242334  15.5787
469  -1.68843  -1.88974  0.272912  0.242162  15.5783
470  -1.68839  -1.8897  0.272718  0.241989  15.5778
471  -1.68835  -1.88966  0.272524  0.241817  15.5774
472  -1.68831  -1.88962  0.27233  0.241644  15.5769
473  -1.68826  -1.88959  0.272135  0.241471  15.5765
474  -1.68822  -1.88955  0.27194  0.241298  15.576
475  -1.68818  -1.88951  0.271745  0.241125  15.5756
476  -1.68814  -1.88947  0.27155  0.240952  15.5751
477  -1.68809  -1.88943  0.271354  0.240778  15.5747
478  -1.68805  -1.88939  0.271159  0.240604  15.5742
479  -1.68801  -1.88936  0.270963  0.240431  15.5738
480  -1.68796  -1.88932  0.270767  0.240257  15.5733
481  -1.68792  -1.88928  0.270571  0.240082  15.5729
482  -1.68788  -1.88924  0.270374  0.239908  15.5724
483  -1.68783  -1.8892  0.270178  0.239733  15.572
