# n      x1       x2       g1      g2

5680000  0.826573  0.682456  0.0926299  0.153582
5690000  0.826918  0.683027  0.0923893  0.153246
5700000  0.827262  0.683597  0.0921496  0.152912
5710000  0.827605  0.684166  0.0919108  0.152578
5720000  0.827946  0.684734  0.0916728  0.152246
5730000  0.828288  0.685301  0.0914358  0.151914
5740000  0.828628  0.685866  0.0911996  0.151584
5750000  0.828967  0.68643  0.0909643  0.151254
5760000  0.829305  0.686993  0.0907299  0.150926
5770000  0.829643  0.687555  0.0904963  0.150598
5780000  0.82998  0.688115  0.0902636  0.150272
5790000  0.830316  0.688674  0.0900317  0.149946
5800000  0.830651  0.689232  0.0898007  0.149621
5810000  0.830985  0.689789  0.0895705  0.149297
5820000  0.831318  0.690345  0.0893412  0.148975
5830000  0.83165  0.690899  0.0891127  0.148653
5840000  0.831982  0.691452  0.088885  0.148332
5850000  0.832313  0.692004  0.0886582  0.148012
5860000  0.832642  0.692555  0.0884322  0.147692
5870000  0.832971  0.693104  0.088207  0.147374
5880000  0.8333  0.693653  0.0879826  0.147057
5890000  0.833627  0.6942  0.087759  0.146741
5900000  0.833953  0.694746  0.0875362  0.146425
5910000  0.834279  0.695291  0.0873142  0.14611
5920000  0.834604  0.695835  0.087093  0.145797
5930000  0.834928  0.696377  0.0868726  0.145484
5940000  0.835251  0.696919  0.086653  0.145172
5950000  0.835574  0.697459  0.0864342  0.144861
5960000  0.835895  0.697998  0.0862162  0.144551
5970000  0.836216  0.698536  0.0859989  0.144242
5980000  0.836536  0.699073  0.0857824  0.143933
5990000  0.836855  0.699608  0.0855667  0.143626
6000000  0.837173  0.700143  0.0853518  0.143319
6010000  0.837491  0.700676  0.0851376  0.143014
6020000  0.837808  0.701208  0.0849241  0.142709
6030000  0.838124  0.701739  0.0847115  0.142405
6040000  0.838439  0.702269  0.0844995  0.142102
6050000  0.838753  0.702798  0.0842883  0.141799
6060000  0.839067  0.703326  0.0840779  0.141498
6070000  0.83938  0.703852  0.0838682  0.141197
6080000  0.839692  0.704378  0.0836592  0.140898
6090000  0.840003  0.704902  0.083451  0.140599
6100000  0.840314  0.705425  0.0832435  0.140301
6110000  0.840623  0.705948  0.0830367  0.140004
6120000  0.840932  0.706469  0.0828306  0.139707
6130000  0.84124  0.706988  0.0826253  0.139412
6140000  0.841548  0.707507  0.0824207  0.139117
6150000  0.841855  0.708025  0.0822167  0.138823
6160000  0.84216  0.708542  0.0820135  0.13853
6170000  0.842466  0.709057  0.081811  0.138238
6180000  0.84277  0.709571  0.0816092  0.137946
6190000  0.843074  0.710085  0.0814081  0.137656
6200000  0.843377  0.710597  0.0812076  0.137366
6210000  0.843679  0.711108  0.0810079  0.137077
6220000  0.84398  0.711618  0.0808089  0.136788
6230000  0.844281  0.712127  0.0806105  0.136501
6240000  0.844581  0.712635  0.0804128  0.136214
6250000  0.84488  0.713142  0.0802158  0.135929
6260000  0.845178  0.713648  0.0800195  0.135643
6270000  0.845476  0.714153  0.0798238  0.135359
6280000  0.845773  0.714657  0.0796288  0.135076
6290000  0.846069  0.715159  0.0794344  0.134793
6300000  0.846365  0.715661  0.0792408  0.134511
6310000  0.84666  0.716162  0.0790478  0.13423
6320000  0.846954  0.716661  0.0788554  0.13395
6330000  0.847247  0.71716  0.0786637  0.13367
6340000  0.84754  0.717657  0.0784726  0.133391
6350000  0.847832  0.718153  0.0782822  0.133113
6360000  0.848123  0.718649  0.0780924  0.132836
6370000  0.848414  0.719143  0.0779033  0.132559
6380000  0.848704  0.719636  0.0777148  0.132283
6390000  0.848993  0.720129  0.0775269  0.132008
6400000  0.849281  0.72062  0.0773396  0.131734
6410000  0.849569  0.72111  0.077153  0.13146
6420000  0.849856  0.721599  0.076967  0.131187
6430000  0.850142  0.722088  0.0767816  0.130915
6440000  0.850428  0.722575  0.0765969  0.130644
6450000  0.850713  0.723061  0.0764128  0.130373
6460000  0.850997  0.723546  0.0762292  0.130104
6470000  0.851281  0.72403  0.0760463  0.129834
6480000  0.851564  0.724513  0.075864  0.129566
6490000  0.851846  0.724996  0.0756823  0.129298
6500000  0.852128  0.725477  0.0755012  0.129031
6510000  0.852409  0.725957  0.0753207  0.128765
6520000  0.852689  0.726436  0.0751408  0.128499
6530000  0.852969  0.726914  0.0749614  0.128235
6540000  0.853248  0.727392  0.0747827  0.12797
6550000  0.853526  0.727868  0.0746046  0.127707
6560000  0.853803  0.728343  0.074427  0.127444
6570000  0.85408  0.728817  0.07425  0.127182
6580000  0.854357  0.729291  0.0740736  0.126921
6590000  0.854632  0.729763  0.0738978  0.12666
6600000  0.854907  0.730234  0.0737225  0.1264
6610000  0.855182  0.730705  0.0735479  0.126141
6620000  0.855455  0.731174  0.0733737  0.125882
6630000  0.855728  0.731643  0.0732002  0.125625
6640000  0.856001  0.73211  0.0730272  0.125367
6650000  0.856272  0.732577  0.0728548  0.125111
6660000  0.856543  0.733042  0.0726829  0.124855
6670000  0.856814  0.733507  0.0725116  0.1246
6680000  0.857084  0.733971  0.0723409  0.124345
6690000  0.857353  0.734433  0.0721707  0.124092
6700000  0.857621  0.734895  0.072001  0.123839
6710000  0.857889  0.735356  0.0718319  0.123586
6720000  0.858157  0.735816  0.0716634  0.123334
6730000  0.858423  0.736275  0.0714953  0.123083
6740000  0.858689  0.736733  0.0713279  0.122833
6750000  0.858955  0.73719  0.0711609  0.122583
6760000  0.859219  0.737646  0.0709945  0.122334
6770000  0.859484  0.738102  0.0708286  0.122085
6780000  0.859747  0.738556  0.0706633  0.121837
6790000  0.86001  0.739009  0.0704984  0.12159
6800000  0.860272  0.739462  0.0703341  0.121344
6810000  0.860534  0.739913  0.0701703  0.121098
6820000  0.860795  0.740364  0.0700071  0.120852
6830000  0.861056  0.740814  0.0698443  0.120608
6840000  0.861316  0.741263  0.0696821  0.120364
6850000  0.861575  0.741711  0.0695204  0.12012
6860000  0.861834  0.742158  0.0693592  0.119878
6870000  0.862092  0.742604  0.0691985  0.119635
6880000  0.862349  0.743049  0.0690383  0.119394
6890000  0.862606  0.743493  0.0688786  0.119153
6900000  0.862862  0.743937  0.0687194  0.118913
6910000  0.863118  0.744379  0.0685607  0.118673
6920000  0.863373  0.744821  0.0684025  0.118434
6930000  0.863628  0.745262  0.0682448  0.118196
6940000  0.863882  0.745702  0.0680876  0.117958
6950000  0.864135  0.746141  0.0679309  0.117721
6960000  0.864388  0.746579  0.0677747  0.117484
6970000  0.86464  0.747016  0.067619  0.117248
6980000  0.864892  0.747452  0.0674637  0.117013
6990000  0.865143  0.747888  0.067309  0.116778
7000000  0.865393  0.748322  0.0671547  0.116544
7010000  0.865643  0.748756  0.0670009  0.116311
7020000  0.865892  0.749189  0.0668475  0.116078
7030000  0.866141  0.749621  0.0666947  0.115845
7040000  0.866389  0.750052  0.0665423  0.115614
7050000  0.866637  0.750482  0.0663904  0.115383
7060000  0.866884  0.750912  0.0662389  0.115152
7070000  0.86713  0.75134  0.0660879  0.114922
7080000  0.867376  0.751768  0.0659374  0.114693
7090000  0.867622  0.752195  0.0657874  0.114464
7100000  0.867866  0.752621  0.0656378  0.114236
7110000  0.868111  0.753046  0.0654886  0.114008
7120000  0.868354  0.75347  0.06534  0.113781
7130000  0.868597  0.753894  0.0651917  0.113554
7140000  0.86884  0.754316  0.065044  0.113328
7150000  0.869082  0.754738  0.0648966  0.113103
7160000  0.869323  0.755159  0.0647498  0.112878
7170000  0.869564  0.755579  0.0646033  0.112654
7180000  0.869805  0.755998  0.0644574  0.11243
7190000  0.870045  0.756417  0.0643118  0.112207
7200000  0.870284  0.756834  0.0641667  0.111985
7210000  0.870523  0.757251  0.0640221  0.111763
7220000  0.870761  0.757667  0.0638778  0.111541
7230000  0.870999  0.758082  0.063734  0.111321
7240000  0.871236  0.758496  0.0635907  0.1111
7250000  0.871472  0.75891  0.0634478  0.110881
7260000  0.871709  0.759323  0.0633053  0.110661
7270000  0.871944  0.759734  0.0631632  0.110443
7280000  0.872179  0.760145  0.0630216  0.110225
7290000  0.872414  0.760556  0.0628804  0.110007
7300000  0.872648  0.760965  0.0627396  0.10979
7310000  0.872881  0.761374  0.0625992  0.109574
7320000  0.873114  0.761781  0.0624593  0.109358
7330000  0.873346  0.762188  0.0623197  0.109142
7340000  0.873578  0.762595  0.0621806  0.108927
7350000  0.87381  0.763  0.0620419  0.108713
7360000  0.874041  0.763405  0.0619037  0.108499
7370000  0.874271  0.763808  0.0617658  0.108286
7380000  0.874501  0.764211  0.0616283  0.108073
7390000  0.87473  0.764614  0.0614913  0.107861
7400000  0.874959  0.765015  0.0613546  0.107649
7410000  0.875187  0.765416  0.0612184  0.107438
7420000  0.875415  0.765815  0.0610825  0.107227
7430000  0.875642  0.766215  0.0609471  0.107017
7440000  0.875869  0.766613  0.060812  0.106808
7450000  0.876095  0.76701  0.0606774  0.106599
7460000  0.876321  0.767407  0.0605431  0.10639
7470000  0.876547  0.767803  0.0604093  0.106182
7480000  0.876771  0.768198  0.0602758  0.105974
7490000  0.876996  0.768593  0.0601428  0.105767
7500000  0.877219  0.768986  0.0600101  0.105561
7510000  0.877443  0.769379  0.0598778  0.105355
7520000  0.877666  0.769771  0.0597459  0.105149
7530000  0.877888  0.770162  0.0596144  0.104944
7540000  0.87811  0.770553  0.0594832  0.10474
7550000  0.878331  0.770943  0.0593525  0.104536
7560000  0.878552  0.771332  0.0592221  0.104332
7570000  0.878772  0.77172  0.0590921  0.104129
7580000  0.878992  0.772108  0.0589625  0.103927
7590000  0.879212  0.772494  0.0588333  0.103725
7600000  0.879431  0.77288  0.0587044  0.103523
7610000  0.879649  0.773266  0.0585759  0.103322
7620000  0.879867  0.77365  0.0584478  0.103121
7630000  0.880084  0.774034  0.05832  0.102921
7640000  0.880302  0.774417  0.0581927  0.102722
7650000  0.880518  0.774799  0.0580656  0.102523
7660000  0.880734  0.775181  0.057939  0.102324
7670000  0.88095  0.775562  0.0578127  0.102126
7680000  0.881165  0.775942  0.0576868  0.101928
7690000  0.88138  0.776321  0.0575612  0.101731
7700000  0.881594  0.7767  0.057436  0.101534
7710000  0.881807  0.777078  0.0573112  0.101338
7720000  0.882021  0.777455  0.0571867  0.101142
7730000  0.882234  0.777831  0.0570626  0.100947
7740000  0.882446  0.778207  0.0569388  0.100752
7750000  0.882658  0.778582  0.0568154  0.100558
7760000  0.882869  0.778956  0.0566923  0.100364
7770000  0.88308  0.77933  0.0565696  0.10017
7780000  0.883291  0.779703  0.0564472  0.0999773
7790000  0.883501  0.780075  0.0563252  0.0997848
7800000  0.88371  0.780446  0.0562035  0.0995928
7810000  0.883919  0.780817  0.0560822  0.0994012
7820000  0.884128  0.781187  0.0559612  0.09921
7830000  0.884336  0.781556  0.0558406  0.0990194
7840000  0.884544  0.781924  0.0557203  0.0988291
7850000  0.884752  0.782292  0.0556003  0.0986394
7860000  0.884958  0.782659  0.0554807  0.09845
7870000  0.885165  0.783026  0.0553614  0.0982612
7880000  0.885371  0.783391  0.0552425  0.0980727
7890000  0.885577  0.783756  0.0551238  0.0978848
7900000  0.885782  0.784121  0.0550056  0.0976972
7910000  0.885986  0.784484  0.0548876  0.0975101
7920000  0.886191  0.784847  0.05477  0.0973235
7930000  0.886394  0.785209  0.0546527  0.0971373
7940000  0.886598  0.785571  0.0545357  0.0969515
7950000  0.886801  0.785932  0.0544191  0.0967662
7960000  0.887003  0.786292  0.0543028  0.0965813
7970000  0.887205  0.786651  0.0541868  0.0963969
7980000  0.887407  0.78701  0.0540711  0.0962129
7990000  0.887608  0.787368  0.0539558  0.0960293
8000000  0.887809  0.787726  0.0538408  0.0958462
8010000  0.888009  0.788082  0.0537261  0.0956634
8020000  0.888209  0.788438  0.0536117  0.0954812
8030000  0.888409  0.788794  0.0534976  0.0952993
8040000  0.888608  0.789148  0.0533839  0.0951179
8050000  0.888807  0.789502  0.0532704  0.0949369
8060000  0.889005  0.789856  0.0531573  0.0947563
8070000  0.889203  0.790208  0.0530445  0.0945761
8080000  0.8894  0.79056  0.052932  0.0943964
8090000  0.889597  0.790912  0.0528198  0.0942171
8100000  0.889793  0.791262  0.0527079  0.0940382
8110000  0.88999  0.791612  0.0525964  0.0938597
8120000  0.890185  0.791962  0.0524851  0.0936817
8130000  0.890381  0.79231  0.0523741  0.093504
8140000  0.890576  0.792658  0.0522635  0.0933268
8150000  0.89077  0.793006  0.0521531  0.09315
8160000  0.890964  0.793352  0.0520431  0.0929736
8170000  0.891158  0.793698  0.0519333  0.0927976
8180000  0.891351  0.794044  0.0518239  0.092622
8190000  0.891544  0.794388  0.0517147  0.0924468
8200000  0.891736  0.794732  0.0516059  0.092272
8210000  0.891928  0.795076  0.0514973  0.0920976
8220000  0.89212  0.795419  0.0513891  0.0919237
8230000  0.892311  0.795761  0.0512811  0.0917501
8240000  0.892502  0.796102  0.0511734  0.0915769
8250000  0.892693  0.796443  0.0510661  0.0914042
8260000  0.892883  0.796783  0.050959  0.0912318
8270000  0.893072  0.797123  0.0508522  0.0910599
8280000  0.893262  0.797462  0.0507457  0.0908883
8290000  0.89345  0.7978  0.0506394  0.0907171
8300000  0.893639  0.798138  0.0505335  0.0905463
8310000  0.893827  0.798475  0.0504278  0.090376
8320000  0.894015  0.798811  0.0503225  0.090206
8330000  0.894202  0.799147  0.0502174  0.0900364
8340000  0.894389  0.799482  0.0501126  0.0898671
8350000  0.894575  0.799816  0.0500081  0.0896983
8360000  0.894761  0.80015  0.0499038  0.0895299
8370000  0.894947  0.800483  0.0497999  0.0893618
8380000  0.895132  0.800816  0.0496962  0.0891942
8390000  0.895317  0.801148  0.0495928  0.0890269
8400000  0.895502  0.801479  0.0494897  0.08886
8410000  0.895686  0.80181  0.0493868  0.0886934
8420000  0.89587  0.80214  0.0492843  0.0885273
8430000  0.896053  0.802469  0.049182  0.0883615
8440000  0.896236  0.802798  0.0490799  0.0881962
8450000  0.896419  0.803127  0.0489782  0.0880312
8460000  0.896601  0.803454  0.0488767  0.0878665
8470000  0.896783  0.803781  0.0487755  0.0877023
8480000  0.896965  0.804108  0.0486745  0.0875384
8490000  0.897146  0.804433  0.0485739  0.0873749
8500000  0.897326  0.804759  0.0484735  0.0872117
8510000  0.897507  0.805083  0.0483733  0.087049
8520000  0.897687  0.805407  0.0482734  0.0868866
8530000  0.897866  0.805731  0.0481738  0.0867245
8540000  0.898046  0.806053  0.0480745  0.0865629
8550000  0.898225  0.806376  0.0479754  0.0864016
8560000  0.898403  0.806697  0.0478765  0.0862406
8570000  0.898581  0.807018  0.047778  0.0860801
8580000  0.898759  0.807338  0.0476797  0.0859198
8590000  0.898937  0.807658  0.0475816  0.08576
8600000  0.899114  0.807977  0.0474838  0.0856005
8610000  0.89929  0.808296  0.0473863  0.0854414
8620000  0.899467  0.808614  0.047289  0.0852826
8630000  0.899643  0.808931  0.047192  0.0851242
8640000  0.899818  0.809248  0.0470952  0.0849661
8650000  0.899994  0.809564  0.0469987  0.0848084
8660000  0.900169  0.80988  0.0469024  0.0846511
8670000  0.900343  0.810195  0.0468064  0.0844941
8680000  0.900517  0.81051  0.0467106  0.0843375
8690000  0.900691  0.810824  0.0466151  0.0841812
8700000  0.900865  0.811137  0.0465198  0.0840252
8710000  0.901038  0.81145  0.0464248  0.0838696
8720000  0.90121  0.811762  0.0463301  0.0837144
8730000  0.901383  0.812073  0.0462355  0.0835595
8740000  0.901555  0.812384  0.0461412  0.0834049
8750000  0.901727  0.812695  0.0460472  0.0832507
8760000  0.901898  0.813005  0.0459534  0.0830969
8770000  0.902069  0.813314  0.0458599  0.0829434
8780000  0.90224  0.813623  0.0457666  0.0827902
8790000  0.90241  0.813931  0.0456735  0.0826373
8800000  0.90258  0.814238  0.0455807  0.0824848
8810000  0.90275  0.814545  0.0454881  0.0823327
8820000  0.902919  0.814852  0.0453957  0.0821809
8830000  0.903088  0.815157  0.0453036  0.0820294
8840000  0.903256  0.815463  0.0452117  0.0818782
8850000  0.903425  0.815768  0.0451201  0.0817274
8860000  0.903593  0.816072  0.0450287  0.0815769
8870000  0.90376  0.816375  0.0449375  0.0814268
8880000  0.903927  0.816678  0.0448466  0.081277
8890000  0.904094  0.816981  0.0447559  0.0811275
8900000  0.904261  0.817283  0.0446654  0.0809784
8910000  0.904427  0.817584  0.0445752  0.0808295
8920000  0.904593  0.817885  0.0444852  0.080681
8930000  0.904759  0.818185  0.0443954  0.0805329
8940000  0.904924  0.818485  0.0443058  0.080385
8950000  0.905089  0.818784  0.0442165  0.0802375
8960000  0.905253  0.819083  0.0441274  0.0800903
8970000  0.905417  0.819381  0.0440386  0.0799435
8980000  0.905581  0.819679  0.0439499  0.0797969
8990000  0.905745  0.819976  0.0438615  0.0796507
9000000  0.905908  0.820272  0.0437733  0.0795048
9010000  0.906071  0.820568  0.0436853  0.0793592
9020000  0.906234  0.820863  0.0435976  0.079214
9030000  0.906396  0.821158  0.0435101  0.079069
9040000  0.906558  0.821452  0.0434228  0.0789244
9050000  0.906719  0.821746  0.0433357  0.0787801
9060000  0.906881  0.822039  0.0432488  0.0786361
9070000  0.907042  0.822332  0.0431622  0.0784924
9080000  0.907202  0.822624  0.0430758  0.0783491
9090000  0.907363  0.822916  0.0429896  0.078206
9100000  0.907523  0.823207  0.0429036  0.0780633
9110000  0.907682  0.823497  0.0428178  0.0779209
9120000  0.907842  0.823787  0.0427322  0.0777787
9130000  0.908001  0.824077  0.0426469  0.0776369
9140000  0.908159  0.824366  0.0425618  0.0774954
9150000  0.908318  0.824654  0.0424769  0.0773542
9160000  0.908476  0.824942  0.0423921  0.0772134
9170000  0.908634  0.82523  0.0423077  0.0770728
9180000  0.908791  0.825516  0.0422234  0.0769325
9190000  0.908948  0.825803  0.0421393  0.0767925
9200000  0.909105  0.826089  0.0420554  0.0766529
9210000  0.909261  0.826374  0.0419718  0.0765135
9220000  0.909418  0.826659  0.0418884  0.0763745
9230000  0.909574  0.826943  0.0418051  0.0762357
9240000  0.909729  0.827227  0.0417221  0.0760972
9250000  0.909884  0.82751  0.0416393  0.0759591
9260000  0.910039  0.827793  0.0415567  0.0758212
9270000  0.910194  0.828075  0.0414742  0.0756837
9280000  0.910348  0.828356  0.041392  0.0755464
9290000  0.910502  0.828638  0.04131  0.0754094
9300000  0.910656  0.828918  0.0412282  0.0752727
9310000  0.91081  0.829198  0.0411466  0.0751364
9320000  0.910963  0.829478  0.0410652  0.0750003
9330000  0.911116  0.829757  0.0409841  0.0748645
9340000  0.911268  0.830036  0.0409031  0.074729
9350000  0.91142  0.830314  0.0408223  0.0745938
9360000  0.911572  0.830592  0.0407417  0.0744589
9370000  0.911724  0.830869  0.0406613  0.0743242
9380000  0.911875  0.831145  0.0405811  0.0741899
9390000  0.912026  0.831422  0.0405011  0.0740558
9400000  0.912177  0.831697  0.0404213  0.0739221
9410000  0.912327  0.831972  0.0403417  0.0737886
9420000  0.912478  0.832247  0.0402623  0.0736554
9430000  0.912627  0.832521  0.040183  0.0735225
9440000  0.912777  0.832795  0.040104  0.0733898
9450000  0.912926  0.833068  0.0400252  0.0732575
9460000  0.913075  0.833341  0.0399465  0.0731254
9470000  0.913224  0.833613  0.0398681  0.0729937
9480000  0.913372  0.833884  0.0397898  0.0728622
9490000  0.91352  0.834156  0.0397118  0.0727309
9500000  0.913668  0.834426  0.0396339  0.0726
9510000  0.913816  0.834696  0.0395562  0.0724693
9520000  0.913963  0.834966  0.0394787  0.072339
9530000  0.91411  0.835235  0.0394014  0.0722089
9540000  0.914256  0.835504  0.0393243  0.072079
9550000  0.914403  0.835772  0.0392474  0.0719495
9560000  0.914549  0.83604  0.0391706  0.0718202
9570000  0.914694  0.836308  0.0390941  0.0716912
9580000  0.91484  0.836574  0.0390177  0.0715625
9590000  0.914985  0.836841  0.0389415  0.071434
9600000  0.91513  0.837107  0.0388655  0.0713058
9610000  0.915275  0.837372  0.0387897  0.0711779
9620000  0.915419  0.837637  0.038714  0.0710503
9630000  0.915563  0.837901  0.0386386  0.0709229
9640000  0.915707  0.838165  0.0385633  0.0707958
9650000  0.915851  0.838429  0.0384882  0.0706689
9660000  0.915994  0.838692  0.0384133  0.0705424
9670000  0.916137  0.838954  0.0383386  0.0704161
9680000  0.916279  0.839217  0.038264  0.07029
9690000  0.916422  0.839478  0.0381896  0.0701643
9700000  0.916564  0.839739  0.0381154  0.0700388
9710000  0.916706  0.84  0.0380414  0.0699135
9720000  0.916847  0.84026  0.0379676  0.0697885
9730000  0.916989  0.84052  0.0378939  0.0696638
9740000  0.91713  0.840779  0.0378205  0.0695394
9750000  0.91727  0.841038  0.0377471  0.0694152
9760000  0.917411  0.841296  0.037674  0.0692913
9770000  0.917551  0.841554  0.037601  0.0691676
9780000  0.917691  0.841812  0.0375283  0.0690442
9790000  0.917831  0.842069  0.0374557  0.068921
9800000  0.91797  0.842325  0.0373832  0.0687981
9810000  0.918109  0.842581  0.0373109  0.0686755
9820000  0.918248  0.842837  0.0372389  0.0685531
9830000  0.918387  0.843092  0.0371669  0.068431
9840000  0.918525  0.843347  0.0370952  0.0683091
9850000  0.918663  0.843601  0.0370236  0.0681875
9860000  0.918801  0.843855  0.0369522  0.0680661
9870000  0.918938  0.844108  0.0368809  0.067945
9880000  0.919076  0.844361  0.0368099  0.0678242
9890000  0.919213  0.844613  0.036739  0.0677036
9900000  0.919349  0.844865  0.0366682  0.0675832
9910000  0.919486  0.845117  0.0365977  0.0674631
9920000  0.919622  0.845368  0.0365273  0.0673432
9930000  0.919758  0.845619  0.036457  0.0672236
9940000  0.919894  0.845869  0.036387  0.0671043
9950000  0.920029  0.846119  0.036317  0.0669852
9960000  0.920164  0.846368  0.0362473  0.0668663
9970000  0.920299  0.846617  0.0361777  0.0667477
9980000  0.920434  0.846865  0.0361083  0.0666293
9990000  0.920568  0.847113  0.0360391  0.0665112
10000000  0.920702  0.847361  0.03597  0.0663933
10010000  0.920836  0.847608  0.035901  0.0662757
10020000  0.92097  0.847855  0.0358323  0.0661583
10030000  0.921103  0.848101  0.0357637  0.0660412
10040000  0.921236  0.848347  0.0356952  0.0659243
10050000  0.921369  0.848592  0.035627  0.0658076
10060000  0.921502  0.848837  0.0355588  0.0656912
10070000  0.921634  0.849082  0.0354909  0.065575
10080000  0.921766  0.849326  0.0354231  0.065459
10090000  0.921898  0.849569  0.0353554  0.0653433
10100000  0.92203  0.849812  0.0352879  0.0652279
10110000  0.922161  0.850055  0.0352206  0.0651126
10120000  0.922292  0.850298  0.0351534  0.0649976
10130000  0.922423  0.85054  0.0350864  0.0648829
10140000  0.922553  0.850781  0.0350196  0.0647684
10150000  0.922684  0.851022  0.0349528  0.0646541
10160000  0.922814  0.851263  0.0348863  0.06454
10170000  0.922944  0.851503  0.0348199  0.0644262
10180000  0.923073  0.851743  0.0347537  0.0643126
10190000  0.923203  0.851982  0.0346876  0.0641993
10200000  0.923332  0.852221  0.0346216  0.0640862
10210000  0.923461  0.85246  0.0345558  0.0639733
10220000  0.923589  0.852698  0.0344902  0.0638606
10230000  0.923718  0.852935  0.0344247  0.0637482
10240000  0.923846  0.853173  0.0343594  0.063636
10250000  0.923974  0.853409  0.0342942  0.063524
10260000  0.924101  0.853646  0.0342292  0.0634123
10270000  0.924229  0.853882  0.0341643  0.0633008
10280000  0.924356  0.854118  0.0340996  0.0631895
10290000  0.924483  0.854353  0.034035  0.0630785
10300000  0.924609  0.854588  0.0339706  0.0629676
10310000  0.924736  0.854822  0.0339063  0.062857
10320000  0.924862  0.855056  0.0338422  0.0627467
10330000  0.924988  0.855289  0.0337782  0.0626365
10340000  0.925114  0.855523  0.0337143  0.0625266
10350000  0.925239  0.855755  0.0336507  0.0624169
10360000  0.925364  0.855988  0.0335871  0.0623074
10370000  0.925489  0.856219  0.0335237  0.0621982
10380000  0.925614  0.856451  0.0334604  0.0620891
10390000  0.925739  0.856682  0.0333973  0.0619803
10400000  0.925863  0.856913  0.0333344  0.0618717
10410000  0.925987  0.857143  0.0332715  0.0617633
10420000  0.926111  0.857373  0.0332089  0.0616552
10430000  0.926234  0.857602  0.0331463  0.0615473
10440000  0.926358  0.857832  0.0330839  0.0614395
10450000  0.926481  0.85806  0.0330217  0.061332
10460000  0.926604  0.858288  0.0329596  0.0612248
10470000  0.926726  0.858516  0.0328976  0.0611177
10480000  0.926849  0.858744  0.0328358  0.0610109
10490000  0.926971  0.858971  0.0327741  0.0609042
10500000  0.927093  0.859198  0.0327125  0.0607978
10510000  0.927215  0.859424  0.0326511  0.0606916
10520000  0.927336  0.85965  0.0325899  0.0605856
10530000  0.927458  0.859875  0.0325287  0.0604798
10540000  0.927579  0.8601  0.0324677  0.0603743
10550000  0.9277  0.860325  0.0324069  0.0602689
10560000  0.92782  0.860549  0.0323462  0.0601638
10570000  0.927941  0.860773  0.0322856  0.0600589
10580000  0.928061  0.860997  0.0322251  0.0599542
10590000  0.928181  0.86122  0.0321648  0.0598497
10600000  0.9283  0.861443  0.0321047  0.0597454
10610000  0.92842  0.861665  0.0320446  0.0596413
10620000  0.928539  0.861887  0.0319847  0.0595374
10630000  0.928658  0.862109  0.031925  0.0594337
10640000  0.928777  0.86233  0.0318653  0.0593303
10650000  0.928896  0.862551  0.0318058  0.059227
10660000  0.929014  0.862771  0.0317465  0.059124
10670000  0.929132  0.862991  0.0316872  0.0590212
10680000  0.92925  0.863211  0.0316281  0.0589185
10690000  0.929368  0.86343  0.0315692  0.0588161
10700000  0.929485  0.863649  0.0315104  0.0587139
10710000  0.929603  0.863868  0.0314517  0.0586119
10720000  0.92972  0.864086  0.0313931  0.05851
10730000  0.929836  0.864304  0.0313346  0.0584084
10740000  0.929953  0.864521  0.0312763  0.058307
10750000  0.930069  0.864738  0.0312182  0.0582058
10760000  0.930186  0.864955  0.0311601  0.0581048
10770000  0.930302  0.865171  0.0311022  0.058004
10780000  0.930417  0.865387  0.0310444  0.0579034
10790000  0.930533  0.865602  0.0309868  0.057803
10800000  0.930648  0.865818  0.0309292  0.0577028
10810000  0.930763  0.866032  0.0308718  0.0576028
10820000  0.930878  0.866247  0.0308146  0.057503
10830000  0.930993  0.866461  0.0307574  0.0574034
10840000  0.931107  0.866674  0.0307004  0.057304
10850000  0.931222  0.866888  0.0306435  0.0572048
10860000  0.931336  0.867101  0.0305867  0.0571058
10870000  0.93145  0.867313  0.0305301  0.057007
10880000  0.931563  0.867525  0.0304736  0.0569083
10890000  0.931677  0.867737  0.0304172  0.0568099
10900000  0.93179  0.867949  0.0303609  0.0567117
10910000  0.931903  0.86816  0.0303048  0.0566137
10920000  0.932016  0.86837  0.0302488  0.0565158
10930000  0.932128  0.868581  0.0301929  0.0564182
10940000  0.932241  0.868791  0.0301371  0.0563207
10950000  0.932353  0.869  0.0300814  0.0562235
10960000  0.932465  0.86921  0.0300259  0.0561264
10970000  0.932576  0.869419  0.0299705  0.0560295
10980000  0.932688  0.869627  0.0299152  0.0559328
10990000  0.932799  0.869835  0.0298601  0.0558363
11000000  0.93291  0.870043  0.029805  0.05574
11010000  0.933021  0.870251  0.0297501  0.0556439
11020000  0.933132  0.870458  0.0296953  0.055548
11030000  0.933243  0.870665  0.0296407  0.0554522
11040000  0.933353  0.870871  0.0295861  0.0553567
11050000  0.933463  0.871077  0.0295317  0.0552613
11060000  0.933573  0.871283  0.0294774  0.0551662
11070000  0.933683  0.871488  0.0294232  0.0550712
11080000  0.933792  0.871693  0.0293691  0.0549764
11090000  0.933902  0.871898  0.0293151  0.0548818
11100000  0.934011  0.872102  0.0292613  0.0547873
11110000  0.93412  0.872306  0.0292076  0.0546931
11120000  0.934228  0.872509  0.029154  0.054599
11130000  0.934337  0.872713  0.0291005  0.0545052
11140000  0.934445  0.872915  0.0290471  0.0544115
11150000  0.934553  0.873118  0.0289938  0.054318
11160000  0.934661  0.87332  0.0289407  0.0542246
