# n      x1       x2       g1      g2

577  -0.0163753  -0.0190682  2.15941  3.86727
578  -0.016313  -0.0188806  2.15757  3.82935
579  -0.0162509  -0.0186945  2.15575  3.79172
580  -0.0161889  -0.0185098  2.15394  3.75437
581  -0.0161271  -0.0183265  2.15216  3.71731
582  -0.0160654  -0.0181446  2.1504  3.68054
583  -0.0160038  -0.0179641  2.14865  3.64404
584  -0.0159424  -0.0177849  2.14693  3.60782
585  -0.015881  -0.0176072  2.14522  3.57187
586  -0.0158199  -0.0174307  2.14353  3.5362
587  -0.0157588  -0.0172556  2.14186  3.50079
588  -0.0156978  -0.0170818  2.14021  3.46565
589  -0.015637  -0.0169094  2.13857  3.43078
590  -0.0155763  -0.0167382  2.13696  3.39616
591  -0.0155156  -0.0165683  2.13536  3.36181
592  -0.0154551  -0.0163997  2.13378  3.32771
593  -0.0153947  -0.0162323  2.13221  3.29386
594  -0.0153344  -0.0160662  2.13066  3.26027
595  -0.0152742  -0.0159013  2.12913  3.22692
596  -0.0152141  -0.0157376  2.12762  3.19382
597  -0.015154  -0.0155752  2.12612  3.16096
598  -0.0150941  -0.0154139  2.12463  3.12835
599  -0.0150342  -0.0152538  2.12317  3.09597
600  -0.0149744  -0.0150949  2.12171  3.06383
601  -0.0149147  -0.0149372  2.12028  3.03192
602  -0.014855  -0.0147806  2.11885  3.00025
603  -0.0147954  -0.0146251  2.11745  2.9688
604  -0.0147359  -0.0144708  2.11605  2.93758
605  -0.0146765  -0.0143175  2.11468  2.90659
606  -0.0146171  -0.0141654  2.11331  2.87581
607  -0.0145578  -0.0140144  2.11196  2.84526
608  -0.0144985  -0.0138644  2.11063  2.81493
609  -0.0144393  -0.0137156  2.10931  2.78481
610  -0.0143801  -0.0135677  2.108  2.75491
611  -0.014321  -0.013421  2.1067  2.72521
612  -0.0142619  -0.0132752  2.10542  2.69573
613  -0.0142028  -0.0131305  2.10415  2.66645
614  -0.0141438  -0.0129868  2.1029  2.63737
615  -0.0140848  -0.0128441  2.10166  2.6085
616  -0.0140259  -0.0127024  2.10043  2.57983
617  -0.0139669  -0.0125617  2.09921  2.55136
618  -0.013908  -0.012422  2.098  2.52308
619  -0.0138491  -0.0122832  2.09681  2.495
620  -0.0137903  -0.0121453  2.09563  2.4671
621  -0.0137314  -0.0120085  2.09446  2.4394
622  -0.0136726  -0.0118725  2.0933  2.41189
623  -0.0136137  -0.0117375  2.09216  2.38456
624  -0.0135549  -0.0116033  2.09102  2.35741
625  -0.0134961  -0.0114701  2.0899  2.33045
626  -0.0134372  -0.0113378  2.08879  2.30366
627  -0.0133784  -0.0112063  2.08769  2.27706
628  -0.0133195  -0.0110757  2.0866  2.25063
629  -0.0132607  -0.010946  2.08552  2.22437
630  -0.0132018  -0.0108171  2.08445  2.19828
631  -0.0131429  -0.0106891  2.08339  2.17237
632  -0.013084  -0.0105619  2.08235  2.14662
633  -0.0130251  -0.0104355  2.08131  2.12103
634  -0.0129661  -0.01031  2.08028  2.09562
635  -0.0129071  -0.0101852  2.07926  2.07036
636  -0.0128481  -0.0100612  2.07826  2.04526
637  -0.012789  -0.00993806  2.07726  2.02032
638  -0.0127299  -0.00981566  2.07627  1.99554
639  -0.0126708  -0.00969403  2.07529  1.97092
640  -0.0126116  -0.00957315  2.07432  1.94644
641  -0.0125523  -0.00945303  2.07336  1.92212
642  -0.012493  -0.00933364  2.07241  1.89794
643  -0.0124337  -0.00921499  2.07147  1.87392
644  -0.0123743  -0.00909705  2.07054  1.85004
645  -0.0123148  -0.00897983  2.06962  1.8263
646  -0.0122552  -0.00886332  2.0687  1.8027
647  -0.0121956  -0.0087475  2.06779  1.77925
648  -0.0121359  -0.00863237  2.0669  1.75593
649  -0.0120761  -0.00851791  2.06601  1.73275
650  -0.0120163  -0.00840413  2.06513  1.7097
651  -0.0119563  -0.00829101  2.06425  1.68679
652  -0.0118963  -0.00817854  2.06339  1.66401
653  -0.0118361  -0.00806672  2.06253  1.64136
654  -0.0117759  -0.00795553  2.06168  1.61884
655  -0.0117156  -0.00784497  2.06084  1.59644
656  -0.0116551  -0.00773503  2.06001  1.57417
657  -0.0115946  -0.0076257  2.05918  1.55203
658  -0.0115339  -0.00751698  2.05837  1.53
659  -0.0114732  -0.00740885  2.05756  1.5081
660  -0.0114123  -0.0073013  2.05675  1.48631
661  -0.0113512  -0.00719434  2.05596  1.46464
662  -0.0112901  -0.00708794  2.05517  1.44308
663  -0.0112288  -0.00698211  2.05439  1.42164
664  -0.0111674  -0.00687684  2.05361  1.40031
665  -0.0111058  -0.00677211  2.05285  1.37909
666  -0.0110441  -0.00666792  2.05209  1.35798
667  -0.0109823  -0.00656427  2.05134  1.33698
668  -0.0109203  -0.00646113  2.05059  1.31608
669  -0.0108581  -0.00635852  2.04985  1.29528
670  -0.0107958  -0.00625641  2.04912  1.27459
671  -0.0107333  -0.0061548  2.04839  1.254
672  -0.0106706  -0.00605369  2.04767  1.23351
673  -0.0106077  -0.00595306  2.04696  1.21312
674  -0.0105447  -0.00585291  2.04625  1.19282
675  -0.0104815  -0.00575323  2.04555  1.17262
676  -0.0104181  -0.00565401  2.04485  1.15251
677  -0.0103545  -0.00555525  2.04417  1.13249
678  -0.0102907  -0.00545693  2.04348  1.11257
679  -0.0102267  -0.00535906  2.04281  1.09273
680  -0.0101624  -0.00526163  2.04214  1.07298
681  -0.010098  -0.00516461  2.04147  1.05332
682  -0.0100333  -0.00506802  2.04081  1.03374
683  -0.00996846  -0.00497184  2.04016  1.01424
684  -0.00990334  -0.00487607  2.03951  0.994829
685  -0.00983798  -0.00478069  2.03887  0.975495
686  -0.00977238  -0.0046857  2.03824  0.95624
687  -0.00970653  -0.0045911  2.03761  0.937063
688  -0.00964043  -0.00449687  2.03698  0.917962
689  -0.00957407  -0.00440301  2.03636  0.898936
690  -0.00950744  -0.00430952  2.03575  0.879982
691  -0.00944055  -0.00421638  2.03514  0.861101
692  -0.00937337  -0.00412359  2.03454  0.84229
693  -0.00930591  -0.00403114  2.03394  0.823548
694  -0.00923816  -0.00393903  2.03335  0.804874
695  -0.00917012  -0.00384724  2.03276  0.786266
696  -0.00910177  -0.00375578  2.03218  0.767723
697  -0.00903312  -0.00366462  2.03161  0.749244
698  -0.00896415  -0.00357378  2.03103  0.730827
699  -0.00889485  -0.00348324  2.03047  0.712471
700  -0.00882523  -0.00339299  2.02991  0.694175
701  -0.00875528  -0.00330303  2.02935  0.675937
702  -0.00868498  -0.00321335  2.0288  0.657756
703  -0.00861434  -0.00312394  2.02825  0.63963
704  -0.00854334  -0.00303481  2.02771  0.621559
705  -0.00847197  -0.00294593  2.02717  0.603541
706  -0.00840024  -0.00285731  2.02664  0.585574
707  -0.00832813  -0.00276893  2.02611  0.567657
708  -0.00825563  -0.0026808  2.02559  0.54979
709  -0.00818274  -0.0025929  2.02507  0.531971
710  -0.00810945  -0.00250523  2.02456  0.514198
711  -0.00803575  -0.00241778  2.02405  0.49647
712  -0.00796163  -0.00233054  2.02355  0.478786
713  -0.00788709  -0.00224352  2.02305  0.461145
714  -0.00781211  -0.0021567  2.02256  0.443545
715  -0.0077367  -0.00207007  2.02207  0.425985
716  -0.00766083  -0.00198363  2.02158  0.408464
717  -0.00758451  -0.00189738  2.0211  0.390981
718  -0.00750771  -0.0018113  2.02063  0.373534
719  -0.00743045  -0.0017254  2.02016  0.356122
720  -0.00735269  -0.00163966  2.01969  0.338744
721  -0.00727445  -0.00155408  2.01923  0.321399
722  -0.00719569  -0.00146865  2.01877  0.304085
723  -0.00711643  -0.00138336  2.01832  0.286801
724  -0.00703664  -0.00129822  2.01787  0.269547
725  -0.00695632  -0.00121321  2.01743  0.252319
726  -0.00687546  -0.00112832  2.01699  0.235119
727  -0.00679404  -0.00104356  2.01655  0.217944
728  -0.00671206  -0.00095891  2.01612  0.200792
729  -0.00662951  -0.00087437  2.0157  0.183664
730  -0.00654638  -0.000789933  2.01528  0.166558
731  -0.00646265  -0.000705592  2.01486  0.149472
732  -0.00637831  -0.000621341  2.01445  0.132405
733  -0.00629336  -0.000537175  2.01404  0.115356
734  -0.00620778  -0.000453086  2.01364  0.0983246
735  -0.00612155  -0.00036907  2.01324  0.0813087
736  -0.00603468  -0.00028512  2.01285  0.0643074
737  -0.00594715  -0.000201229  2.01246  0.0473196
738  -0.00585894  -0.000117393  2.01208  0.030344
739  -0.00577004  -3.36042e-05  2.0117  0.0133795
740  -0.00568044  5.01424e-05  2.01132  -0.00357499
741  -0.00559013  0.000133853  2.01095  -0.0205207
742  -0.0054991  0.000217534  2.01059  -0.0374587
743  -0.00540733  0.000301191  2.01023  -0.0543903
744  -0.0053148  0.000384829  2.00987  -0.0713164
745  -0.00522152  0.000468456  2.00952  -0.0882384
746  -0.00512745  0.000552077  2.00918  -0.105157
747  -0.00503259  0.000635697  2.00884  -0.122074
748  -0.00493692  0.000719323  2.0085  -0.13899
749  -0.00484044  0.000802961  2.00817  -0.155906
750  -0.00474312  0.000886616  2.00785  -0.172824
751  -0.00464495  0.000970294  2.00753  -0.189744
752  -0.00454591  0.001054  2.00721  -0.206667
753  -0.00444599  0.00113774  2.00691  -0.223596
754  -0.00434518  0.00122153  2.0066  -0.24053
755  -0.00424345  0.00130536  2.0063  -0.257471
756  -0.0041408  0.00138924  2.00601  -0.274419
757  -0.0040372  0.00147319  2.00572  -0.291377
758  -0.00393265  0.00155719  2.00544  -0.308345
759  -0.00382711  0.00164127  2.00517  -0.325324
760  -0.00372058  0.00172542  2.0049  -0.342315
761  -0.00361304  0.00180965  2.00463  -0.35932
762  -0.00350447  0.00189398  2.00437  -0.376339
763  -0.00339486  0.00197839  2.00412  -0.393373
764  -0.00328417  0.0020629  2.00387  -0.410424
765  -0.00317241  0.00214752  2.00363  -0.427492
766  -0.00305954  0.00223225  2.0034  -0.444578
767  -0.00294555  0.0023171  2.00317  -0.461684
768  -0.00283041  0.00240206  2.00295  -0.478811
769  -0.00271412  0.00248716  2.00274  -0.495959
770  -0.00259665  0.00257239  2.00253  -0.513129
771  -0.00247797  0.00265776  2.00233  -0.530323
772  -0.00235807  0.00274327  2.00213  -0.547542
773  -0.00223693  0.00282893  2.00195  -0.564785
774  -0.00211453  0.00291475  2.00177  -0.582056
775  -0.00199084  0.00300073  2.0016  -0.599353
776  -0.00186584  0.00308688  2.00143  -0.616679
777  -0.00173951  0.0031732  2.00127  -0.634035
778  -0.00161183  0.0032597  2.00112  -0.65142
779  -0.00148278  0.00334638  2.00098  -0.668837
780  -0.00135232  0.00343326  2.00085  -0.686286
781  -0.00122045  0.00352033  2.00072  -0.703767
782  -0.00108712  0.0036076  2.00061  -0.721283
783  -0.000952328  0.00369507  2.0005  -0.738833
784  -0.000816037  0.00378276  2.0004  -0.756419
785  -0.000678225  0.00387067  2.00031  -0.774041
786  -0.000538865  0.0039588  2.00022  -0.791701
787  -0.000397933  0.00404715  2.00015  -0.809399
788  -0.000255402  0.00413574  2.00009  -0.827136
789  -0.000111245  0.00422458  2.00003  -0.844913
790  3.45657e-05  0.00431365  1.99999  -0.86273
791  0.000182057  0.00440298  1.99996  -0.880589
792  0.000331257  0.00449256  1.99993  -0.89849
793  0.000482193  0.0045824  1.99992  -0.916434
794  0.000634896  0.00467251  1.99992  -0.934421
795  0.000789394  0.00476289  1.99992  -0.952453
796  0.000945717  0.00485355  1.99994  -0.97053
797  0.00110389  0.00494449  1.99997  -0.988653
798  0.00126396  0.00503571  2.00002  -1.00682
799  0.00142594  0.00512723  2.00007  -1.02504
800  0.00158987  0.00521905  2.00014  -1.0433
801  0.00175577  0.00531117  2.00022  -1.06162
802  0.00192369  0.00540359  2.00031  -1.07998
803  0.00209366  0.00549634  2.00041  -1.09839
804  0.0022657  0.00558939  2.00053  -1.11685
805  0.00243985  0.00568278  2.00066  -1.13536
806  0.00261615  0.00577649  2.0008  -1.15393
807  0.00279463  0.00587053  2.00096  -1.17254
808  0.00297533  0.00596491  2.00114  -1.19121
809  0.00315828  0.00605963  2.00132  -1.20993
810  0.00334351  0.0061547  2.00153  -1.2287
811  0.00353107  0.00625013  2.00175  -1.24753
812  0.00372099  0.00634591  2.00198  -1.26641
813  0.00391331  0.00644205  2.00223  -1.28535
814  0.00410806  0.00653856  2.0025  -1.30434
815  0.00430529  0.00663543  2.00278  -1.32338
816  0.00450503  0.00673269  2.00308  -1.34248
817  0.00470732  0.00683032  2.0034  -1.36163
818  0.00491221  0.00692834  2.00374  -1.38084
819  0.00511973  0.00702674  2.00409  -1.40011
820  0.00532992  0.00712554  2.00447  -1.41943
821  0.00554283  0.00722473  2.00486  -1.4388
822  0.0057585  0.00732433  2.00528  -1.45823
823  0.00597696  0.00742433  2.00571  -1.47772
824  0.00619827  0.00752473  2.00616  -1.49726
825  0.00642246  0.00762555  2.00664  -1.51686
826  0.00664958  0.00772679  2.00713  -1.53651
827  0.00687968  0.00782844  2.00765  -1.55622
828  0.00711279  0.00793052  2.00819  -1.57599
829  0.00734897  0.00803303  2.00875  -1.5958
830  0.00758825  0.00813596  2.00934  -1.61568
831  0.00783069  0.00823933  2.00995  -1.6356
832  0.00807633  0.00834313  2.01059  -1.65558
833  0.00832522  0.00844738  2.01125  -1.67561
834  0.0085774  0.00855206  2.01193  -1.6957
835  0.00883292  0.00865719  2.01264  -1.71583
836  0.00909184  0.00876277  2.01338  -1.73602
837  0.0093542  0.00886879  2.01414  -1.75626
838  0.00962004  0.00897527  2.01494  -1.77655
839  0.00988942  0.00908221  2.01576  -1.79688
840  0.0101624  0.0091896  2.01661  -1.81726
841  0.010439  0.00929745  2.01749  -1.83769
842  0.0107193  0.00940576  2.01839  -1.85817
843  0.0110033  0.00951453  2.01933  -1.87869
844  0.0112911  0.00962376  2.0203  -1.89925
845  0.0115828  0.00973346  2.0213  -1.91986
846  0.0118783  0.00984362  2.02234  -1.9405
847  0.0121778  0.00995425  2.02341  -1.96119
848  0.0124813  0.0100653  2.02451  -1.98191
849  0.0127889  0.0101769  2.02564  -2.00267
850  0.0131005  0.0102889  2.02681  -2.02346
851  0.0134163  0.0104014  2.02802  -2.04429
852  0.0137363  0.0105144  2.02926  -2.06514
853  0.0140605  0.0106278  2.03053  -2.08603
854  0.0143891  0.0107417  2.03185  -2.10694
855  0.014722  0.0108561  2.0332  -2.12787
856  0.0150594  0.0109709  2.0346  -2.14883
857  0.0154012  0.0110862  2.03603  -2.1698
858  0.0157475  0.011202  2.0375  -2.1908
859  0.0160984  0.0113182  2.03901  -2.2118
860  0.016454  0.0114348  2.04056  -2.23282
861  0.0168142  0.011552  2.04216  -2.25385
862  0.0171791  0.0116695  2.0438  -2.27488
863  0.0175488  0.0117876  2.04548  -2.29592
864  0.0179234  0.011906  2.0472  -2.31696
865  0.0183029  0.0120249  2.04897  -2.33799
866  0.0186872  0.0121443  2.05078  -2.35901
867  0.0190766  0.0122641  2.05264  -2.38003
868  0.019471  0.0123843  2.05455  -2.40103
869  0.0198705  0.0125049  2.0565  -2.42201
870  0.0202752  0.0126259  2.0585  -2.44297
871  0.020685  0.0127474  2.06055  -2.4639
872  0.0211  0.0128692  2.06265  -2.48481
873  0.0215204  0.0129915  2.0648  -2.50568
874  0.021946  0.0131142  2.06699  -2.52651
875  0.022377  0.0132372  2.06924  -2.54729
876  0.0228135  0.0133606  2.07154  -2.56803
877  0.0232554  0.0134844  2.07388  -2.58871
878  0.0237027  0.0136085  2.07628  -2.60934
879  0.0241557  0.013733  2.07873  -2.6299
880  0.0246142  0.0138578  2.08124  -2.65039
881  0.0250783  0.013983  2.08379  -2.67081
882  0.0255481  0.0141085  2.0864  -2.69115
883  0.0260235  0.0142343  2.08906  -2.71141
884  0.0265047  0.0143603  2.09178  -2.73157
885  0.0269916  0.0144867  2.09455  -2.75163
886  0.0274843  0.0146134  2.09737  -2.77159
887  0.0279829  0.0147403  2.10025  -2.79144
888  0.0284872  0.0148674  2.10318  -2.81118
889  0.0289974  0.0149948  2.10616  -2.83079
890  0.0295135  0.0151224  2.1092  -2.85027
891  0.0300356  0.0152502  2.1123  -2.86961
892  0.0305635  0.0153782  2.11545  -2.88881
893  0.0310974  0.0155064  2.11865  -2.90786
894  0.0316372  0.0156347  2.1219  -2.92675
895  0.032183  0.0157631  2.12521  -2.94548
896  0.0327347  0.0158917  2.12857  -2.96403
897  0.0332925  0.0160204  2.13199  -2.98241
898  0.0338562  0.0161492  2.13545  -3.00059
899  0.0344259  0.016278  2.13897  -3.01858
900  0.0350016  0.0164069  2.14254  -3.03636
901  0.0355832  0.0165358  2.14616  -3.05393
902  0.0361708  0.0166647  2.14983  -3.07128
903  0.0367644  0.0167937  2.15354  -3.08841
904  0.0373638  0.0169225  2.15731  -3.10529
905  0.0379692  0.0170513  2.16112  -3.12193
906  0.0385805  0.0171801  2.16498  -3.13832
907  0.0391977  0.0173087  2.16888  -3.15445
908  0.0398207  0.0174372  2.17283  -3.1703
909  0.0404494  0.0175655  2.17682  -3.18587
910  0.041084  0.0176937  2.18085  -3.20116
911  0.0417243  0.0178217  2.18492  -3.21615
912  0.0423702  0.0179494  2.18902  -3.23083
913  0.0430218  0.0180769  2.19317  -3.2452
914  0.0436789  0.0182041  2.19735  -3.25925
915  0.0443416  0.018331  2.20156  -3.27297
916  0.0450097  0.0184576  2.2058  -3.28634
917  0.0456832  0.0185838  2.21007  -3.29937
918  0.0463621  0.0187096  2.21436  -3.31204
919  0.0470462  0.0188351  2.21868  -3.32434
920  0.0477354  0.01896  2.22303  -3.33627
921  0.0484298  0.0190845  2.22739  -3.34782
922  0.0491291  0.0192086  2.23177  -3.35898
923  0.0498334  0.019332  2.23616  -3.36973
924  0.0505425  0.019455  2.24057  -3.38008
925  0.0512563  0.0195773  2.24499  -3.39002
926  0.0519747  0.019699  2.24941  -3.39953
927  0.0526976  0.0198201  2.25384  -3.40861
928  0.0534249  0.0199405  2.25826  -3.41726
929  0.0541565  0.0200602  2.26269  -3.42545
930  0.0548923  0.0201792  2.26711  -3.4332
931  0.0556321  0.0202974  2.27152  -3.44049
932  0.0563758  0.0204148  2.27592  -3.44731
933  0.0571233  0.0205314  2.2803  -3.45366
934  0.0578744  0.0206471  2.28467  -3.45953
935  0.0586291  0.020762  2.28901  -3.46492
936  0.0593871  0.0208759  2.29333  -3.46982
937  0.0601483  0.0209889  2.29762  -3.47423
938  0.0609126  0.021101  2.30187  -3.47813
939  0.0616798  0.021212  2.3061  -3.48153
940  0.0624497  0.0213221  2.31028  -3.48442
941  0.0632223  0.0214311  2.31442  -3.4868
942  0.0639973  0.021539  2.31851  -3.48866
943  0.0647746  0.0216458  2.32255  -3.49001
944  0.065554  0.0217515  2.32654  -3.49083
945  0.0663354  0.021856  2.33047  -3.49112
946  0.0671185  0.0219593  2.33434  -3.49089
947  0.0679032  0.0220615  2.33815  -3.49012
948  0.0686893  0.0221624  2.34188  -3.48883
949  0.0694767  0.022262  2.34555  -3.487
950  0.0702652  0.0223604  2.34914  -3.48464
951  0.0710545  0.0224575  2.35265  -3.48175
952  0.0718446  0.0225533  2.35608  -3.47833
953  0.0726352  0.0226477  2.35942  -3.47437
954  0.0734261  0.0227408  2.36268  -3.46988
955  0.0742173  0.0228325  2.36584  -3.46486
956  0.0750084  0.0229228  2.36891  -3.45931
957  0.0757993  0.0230117  2.37188  -3.45323
958  0.0765898  0.0230991  2.37474  -3.44663
959  0.0773798  0.0231852  2.37751  -3.43951
960  0.0781691  0.0232697  2.38016  -3.43187
961  0.0789574  0.0233528  2.38271  -3.42371
962  0.0797447  0.0234344  2.38514  -3.41505
963  0.0805307  0.0235146  2.38746  -3.40587
964  0.0813152  0.0235932  2.38966  -3.3962
965  0.0820981  0.0236703  2.39174  -3.38603
966  0.0828793  0.0237458  2.39371  -3.37537
967  0.0836585  0.0238199  2.39554  -3.36423
968  0.0844355  0.0238924  2.39725  -3.3526
969  0.0852103  0.0239633  2.39884  -3.3405
970  0.0859826  0.0240327  2.40029  -3.32794
971  0.0867523  0.0241006  2.40161  -3.31492
972  0.0875192  0.0241668  2.40281  -3.30144
973  0.0882832  0.0242316  2.40387  -3.28753
974  0.0890442  0.0242947  2.40479  -3.27317
975  0.0898019  0.0243563  2.40558  -3.25839
976  0.0905562  0.0244164  2.40623  -3.24319
977  0.0913071  0.0244749  2.40675  -3.22757
978  0.0920543  0.0245318  2.40713  -3.21156
979  0.0927977  0.0245872  2.40737  -3.19515
980  0.0935372  0.024641  2.40748  -3.17835
981  0.0942728  0.0246933  2.40744  -3.16118
982  0.0950041  0.024744  2.40727  -3.14365
983  0.0957312  0.0247932  2.40696  -3.12576
984  0.0964539  0.0248409  2.40652  -3.10752
985  0.0971722  0.0248871  2.40593  -3.08894
986  0.0978858  0.0249318  2.40522  -3.07004
987  0.0985948  0.024975  2.40436  -3.05082
988  0.099299  0.0250167  2.40337  -3.03129
989  0.0999983  0.025057  2.40225  -3.01146
990  0.100693  0.0250957  2.40099  -2.99135
991  0.101382  0.0251331  2.3996  -2.97095
992  0.102066  0.025169  2.39808  -2.95029
993  0.102745  0.0252035  2.39643  -2.92938
994  0.103419  0.0252365  2.39465  -2.90821
995  0.104087  0.0252682  2.39274  -2.88681
996  0.10475  0.0252985  2.39071  -2.86518
997  0.105408  0.0253275  2.38856  -2.84333
998  0.10606  0.0253551  2.38629  -2.82127
999  0.106707  0.0253814  2.38389  -2.79901
1000  0.107348  0.0254064  2.38138  -2.77657
1001  0.107983  0.0254301  2.37875  -2.75395
1002  0.108613  0.0254526  2.37601  -2.73115
1003  0.109237  0.0254737  2.37315  -2.7082
1004  0.109856  0.0254937  2.37019  -2.68509
1005  0.110468  0.0255124  2.36712  -2.66184
1006  0.111075  0.02553  2.36394  -2.63846
1007  0.111676  0.0255463  2.36066  -2.61495
1008  0.112272  0.0255616  2.35728  -2.59133
1009  0.112861  0.0255756  2.3538  -2.5676
1010  0.113445  0.0255886  2.35022  -2.54377
1011  0.114023  0.0256005  2.34655  -2.51985
1012  0.114595  0.0256113  2.34279  -2.49585
1013  0.115161  0.025621  2.33894  -2.47177
1014  0.115722  0.0256297  2.335  -2.44762
1015  0.116277  0.0256374  2.33097  -2.42341
1016  0.116826  0.0256441  2.32687  -2.39915
1017  0.117369  0.0256498  2.32268  -2.37484
1018  0.117907  0.0256545  2.31842  -2.3505
1019  0.118439  0.0256584  2.31408  -2.32612
1020  0.118965  0.0256613  2.30967  -2.30172
1021  0.119486  0.0256633  2.30519  -2.2773
1022  0.120001  0.0256645  2.30064  -2.25286
1023  0.12051  0.0256647  2.29603  -2.22842
1024  0.121014  0.0256642  2.29135  -2.20398
1025  0.121512  0.0256629  2.28661  -2.17954
1026  0.122005  0.0256607  2.28181  -2.15511
1027  0.122492  0.0256578  2.27695  -2.1307
1028  0.122974  0.0256541  2.27204  -2.10631
1029  0.12345  0.0256497  2.26708  -2.08194
1030  0.123921  0.0256445  2.26207  -2.0576
1031  0.124387  0.0256387  2.25701  -2.0333
1032  0.124848  0.0256322  2.2519  -2.00904
1033  0.125303  0.025625  2.24675  -1.98482
1034  0.125753  0.0256172  2.24156  -1.96065
1035  0.126199  0.0256087  2.23633  -1.93653
1036  0.126639  0.0255997  2.23106  -1.91247
1037  0.127074  0.02559  2.22575  -1.88846
1038  0.127504  0.0255798  2.22041  -1.86452
1039  0.127929  0.025569  2.21503  -1.84064
1040  0.128349  0.0255577  2.20963  -1.81683
1041  0.128765  0.0255458  2.20419  -1.79309
1042  0.129176  0.0255335  2.19873  -1.76943
1043  0.129582  0.0255206  2.19324  -1.74584
1044  0.129983  0.0255073  2.18773  -1.72233
1045  0.13038  0.0254935  2.1822  -1.69891
1046  0.130772  0.0254792  2.17664  -1.67557
1047  0.13116  0.0254646  2.17106  -1.65231
1048  0.131544  0.0254495  2.16547  -1.62915
1049  0.131923  0.025434  2.15986  -1.60608
1050  0.132297  0.0254181  2.15423  -1.58309
1051  0.132668  0.0254018  2.14859  -1.5602
1052  0.133034  0.0253852  2.14294  -1.53741
1053  0.133397  0.0253682  2.13727  -1.51472
1054  0.133755  0.0253509  2.13159  -1.49212
1055  0.134109  0.0253333  2.12591  -1.46962
1056  0.134459  0.0253153  2.12021  -1.44722
1057  0.134805  0.0252971  2.11451  -1.42493
1058  0.135148  0.0252786  2.1088  -1.40273
1059  0.135486  0.0252598  2.10309  -1.38064
1060  0.135821  0.0252407  2.09737  -1.35866
1061  0.136152  0.0252214  2.09165  -1.33678
1062  0.13648  0.0252018  2.08593  -1.315
1063  0.136804  0.025182  2.0802  -1.29333
1064  0.137125  0.025162  2.07448  -1.27177
1065  0.137442  0.0251418  2.06875  -1.25031
1066  0.137755  0.0251214  2.06303  -1.22896
1067  0.138066  0.0251008  2.0573  -1.20772
1068  0.138373  0.02508  2.05158  -1.18659
1069  0.138677  0.025059  2.04586  -1.16556
1070  0.138977  0.0250379  2.04015  -1.14464
1071  0.139275  0.0250166  2.03444  -1.12383
1072  0.139569  0.0249952  2.02873  -1.10312
1073  0.139861  0.0249736  2.02303  -1.08253
1074  0.140149  0.0249519  2.01733  -1.06204
1075  0.140435  0.0249301  2.01164  -1.04165
1076  0.140717  0.0249082  2.00596  -1.02137
1077  0.140997  0.0248862  2.00028  -1.0012
1078  0.141274  0.024864  1.99461  -0.981135
1079  0.141548  0.0248418  1.98895  -0.961173
1080  0.14182  0.0248195  1.9833  -0.941316
1081  0.142089  0.0247972  1.97765  -0.921563
1082  0.142356  0.0247747  1.97202  -0.901914
1083  0.14262  0.0247522  1.96639  -0.882367
1084  0.142881  0.0247297  1.96077  -0.862923
1085  0.14314  0.0247071  1.95516  -0.843579
1086  0.143397  0.0246844  1.94956  -0.824337
1087  0.143652  0.0246617  1.94397  -0.805194
1088  0.143904  0.024639  1.9384  -0.786151
1089  0.144154  0.0246163  1.93283  -0.767206
1090  0.144401  0.0245935  1.92727  -0.748358
1091  0.144647  0.0245707  1.92172  -0.729607
1092  0.14489  0.024548  1.91618  -0.710952
1093  0.145132  0.0245252  1.91065  -0.692391
1094  0.145371  0.0245024  1.90514  -0.673925
1095  0.145608  0.0244796  1.89963  -0.655551
1096  0.145844  0.0244568  1.89414  -0.637269
1097  0.146077  0.024434  1.88865  -0.619078
1098  0.146309  0.0244113  1.88318  -0.600976
1099  0.146539  0.0243885  1.87772  -0.582964
1100  0.146767  0.0243658  1.87227  -0.565039
1101  0.146994  0.0243432  1.86682  -0.547201
1102  0.147219  0.0243205  1.86139  -0.529448
1103  0.147442  0.0242979  1.85597  -0.51178
1104  0.147663  0.0242754  1.85056  -0.494195
1105  0.147883  0.0242529  1.84516  -0.476692
1106  0.148101  0.0242304  1.83977  -0.45927
1107  0.148318  0.024208  1.8344  -0.441928
1108  0.148534  0.0241856  1.82903  -0.424664
1109  0.148748  0.0241633  1.82367  -0.407478
1110  0.148961  0.0241411  1.81832  -0.390368
1111  0.149172  0.0241189  1.81298  -0.373333
1112  0.149382  0.0240968  1.80765  -0.356372
1113  0.149591  0.0240748  1.80233  -0.339484
1114  0.149798  0.0240529  1.79701  -0.322667
1115  0.150005  0.024031  1.79171  -0.30592
1116  0.15021  0.0240092  1.78641  -0.289241
1117  0.150414  0.0239875  1.78113  -0.272631
1118  0.150617  0.0239659  1.77585  -0.256086
1119  0.150819  0.0239443  1.77058  -0.239607
1120  0.15102  0.0239229  1.76531  -0.223191
1121  0.151219  0.0239015  1.76006  -0.206838
1122  0.151418  0.0238802  1.75481  -0.190546
1123  0.151616  0.0238591  1.74956  -0.174313
1124  0.151813  0.023838  1.74433  -0.15814
1125  0.15201  0.0238171  1.7391  -0.142023
1126  0.152205  0.0237962  1.73387  -0.125962
1127  0.1524  0.0237755  1.72865  -0.109956
1128  0.152594  0.0237548  1.72344  -0.094003
1129  0.152787  0.0237343  1.71823  -0.0781019
